iter	Logloss
276	0.0002375900117
277	0.0002375875239
278	0.0002375850362
279	0.0002375825485
280	0.0002375626532
281	0.0002375601661
282	0.000237557679
283	0.000237555192
284	0.0002375527051
285	0.0002375502182
286	0.0002375477314
287	0.0002375452446
288	0.0002375427579
289	0.0002375402713
290	0.0002375377847
291	0.0002375352982
292	0.0002375328117
293	0.0002375303253
294	0.000237527839
295	0.0002375253527
296	0.0002375228665
297	0.0002375203804
298	0.0002375178943
299	0.0002375154083
300	0.0002375129223
301	0.0002375104364
302	0.0002375079506
303	0.0002375054648
304	0.0002375029791
305	0.0002375004934
306	0.0002374980078
307	0.0002374955223
308	0.0002374930368
309	0.0002374905514
310	0.000237488066
311	0.0002374855808
312	0.0002374830955
313	0.0002374806103
314	0.0002374781252
315	0.0002374756402
316	0.0002374731552
317	0.0002374706703
318	0.0002374681854
319	0.0002374657006
320	0.0002374632159
321	0.0002374607312
322	0.0002374582466
323	0.000237455762
324	0.0002374532775
325	0.0002374507931
326	0.0002374483087
327	0.0002374458244
328	0.0002374433401
329	0.0002374408559
330	0.0002374383718
331	0.0002374284357
332	0.0002374185005
333	0.0002374085664
334	0.0002373986332
335	0.000237388701
336	0.0002373787698
337	0.0002373688395
338	0.0002373589102
339	0.0002373489819
340	0.0002373390546
341	0.0002373291282
342	0.0002373192028
343	0.0002373092784
344	0.000237299355
345	0.0002372894325
346	0.000237279511
347	0.0002372695904
348	0.0002372596709
349	0.0002372497523
350	0.0002372398347
351	0.000237229918
352	0.0002372274391
353	0.0002372249602
354	0.0002372224813
355	0.0002372200025
356	0.0002372175238
357	0.0002372150451
358	0.0002372125665
359	0.000237210088
360	0.0002372076095
361	0.0002372051311
362	0.0002372026527
363	0.0002372001744
364	0.0002371976962
365	0.000237195218
366	0.0002371927399
367	0.0002371902618
368	0.0002371877838
369	0.0002371853059
370	0.000237182828
371	0.0002371803502
372	0.0002371778725
373	0.0002371753948
374	0.0002371729171
375	0.0002371704396
376	0.000237167962
377	0.0002371654846
378	0.0002371630072
379	0.0002371605299
380	0.0002371580526
381	0.0002371555754
382	0.0002371530982
383	0.0002371506212
384	0.0002371481441
385	0.0002371456672
386	0.0002371431903
387	0.0002371407134
388	0.0002371382366
389	0.0002371357599
390	0.0002371332832
391	0.0002371308066
392	0.0002371283301
393	0.0002371258536
394	0.0002371233772
395	0.0002371209008
396	0.0002371184245
397	0.0002371159483
398	0.0002371134721
399	0.000237110996
400	0.00023710852
401	0.000237106044
402	0.000237103568
403	0.0002371010921
404	0.0002370986163
405	0.0002370961406
406	0.0002370936649
407	0.0002370911892
408	0.0002370887137
409	0.0002370862382
410	0.0002370837627
411	0.0002370812873
412	0.000237078812
413	0.0002370763367
414	0.0002370738615
415	0.0002370713864
416	0.0002370689113
417	0.0002370664363
418	0.0002370639613
419	0.0002370614864
420	0.0002370590115
421	0.0002370565367
422	0.000237054062
423	0.0002370515874
424	0.0002370491128
425	0.0002370466382
426	0.0002370441637
427	0.0002370416893
428	0.0002370392149
429	0.0002370367406
430	0.0002370342664
431	0.0002370317922
432	0.0002370293181
433	0.0002370268441
434	0.0002370243701
435	0.0002370218961
436	0.0002370194222
437	0.0002370169484
438	0.0002370144747
439	0.000237012001
440	0.0002370095273
441	0.0002370070538
442	0.0002370045802
443	0.0002370021068
444	0.0002369996334
445	0.0002369971601
446	0.0002369946868
447	0.0002369922136
448	0.0002369897404
449	0.0002369872673
450	0.0002369847943
451	0.0002369823213
452	0.0002369798484
453	0.0002369773756
454	0.0002369749028
455	0.0002369724301
456	0.0002369699574
457	0.0002369674848
458	0.0002369650122
459	0.0002369625398
460	0.0002369600673
461	0.000236957595
462	0.0002369551227
463	0.0002369526504
464	0.0002369501782
465	0.0002369477061
466	0.000236945234
467	0.000236942762
468	0.0002369402901
469	0.0002369378182
470	0.0002369353464
471	0.0002369328746
472	0.0002369304029
473	0.0002369279313
474	0.0002369254597
475	0.0002369229882
476	0.0002369205167
477	0.0002369180453
478	0.000236915574
479	0.0002369131027
480	0.0002369106315
481	0.0002369081604
482	0.0002369056893
483	0.0002369032182
484	0.0002369007472
485	0.0002368982763
486	0.0002368958055
487	0.0002368933347
488	0.000236890864
489	0.0002368883933
490	0.0002368859227
491	0.0002368834521
492	0.0002368809816
493	0.0002368785112
494	0.0002368760408
495	0.0002368735705
496	0.0002368711003
497	0.0002368686301
498	0.0002368661599
499	0.0002368636899
