SKUID,SKUCODE,ProductName,CategoryID,CategoryName,Segment,BrandID,BrandName,ManufacturerID,ManufacturerName
31904,OPTIMUM50KG,Optimum Super Deluxe Parboiled Rice 50kg  X,152,Rice,Commodity,5880,OptImum Oniaeku Enterprises,522,Optimum  Rice Trading Limited
31906,GILASO50KG,Gilaso Rice 50kg  X,152,Rice,Commodity,5880,OptImum Oniaeku Enterprises,523,Gilaso Rice Mill Limited
32010,DYBDYFRSHPD250GPKT12,Daybyday Fresh Powder 250g  X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
32011,DYBDYFRSHPD500GPKT9,Daybyday Fresh Powder 500g X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
32379,DYBDYGRDPJ250MLPKT12,Daybyday Petroleum Jelly Grenadine 250ml X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
32605,LEASAOP150PK6,Lea Soap Lys 150g  X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
32606,DAYBDBVAPK1,Day By Day Baby Vanity Pack,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
32607,DAYBDKVAPK1,Day By Day Kids Vanity Pack,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
32608,DAYBDPOA400PK4,Day By Day Pommade Aloe 400ml  X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
32609,DAYBDPON250PK6,Day By Day Pommade Normal 250ml  X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
32610,DAYBDPON400PK4,Day By Day Pommade Normal 400ml  X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31911,DYBDYJADPD250GPKT12,Daybyday Jade Powder 250g X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31912,DYBDYROSPD250GPKT12,Daybyday Rose Powder 250g  X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31913,DYBDYROSPD500GPKT9,Daybyday Rose Powder 500g  X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31914,DYBDYALOPJ100MLPKT12,Daybyday Petroleum Jelly Aloe Vera 100ml  X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31915,DYBDYALOPJ250MLPKT12,Daybyday Petroleum Jelly Aloe Vera 250ml  X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31916,DYBDYALOEPJ400MLPKT8,Daybyday Petroleum Jelly Aloe Vera 400ml X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31917,DYBDYCOCPJ100MLPKT12,Daybyday Petroleum Jelly Cocoa 100ml X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31918,DYBDYCOCOPJ250MLPKT1,Daybyday Petroleum Jelly Cocoa 250ml X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31919,DYBDYCOCOPJ400MLPKT8,Daybyday Petroleum Jelly Cocoa 400ml  X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31920,DYBDYGRDPJ100MLPKT12,Daybyday Petroleum Jelly Grenadine 100ml  X,99,Baby Care,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31946,DYBDYALOELT250MLPKT6,Daybyday Lotion Aloe Vera 250ml X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31947,DYBDYALOELT500MLPKT4,Daybyday Lotion Aloe Vera 500ml X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31948,DYBDYCOCOLT250MLPKT6,Daybyday Lotion Cocoa Butter 250ml X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31949,DYBDYCOCOLT500MLPKT4,Daybyday Lotion Cocoa Butter 500ml X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31950,DYBDYGRDLT250MLPKT6,Daybyday Lotion Grenadine 250ml X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31951,DYBDYGRDLT500MLPKT4,Daybyday Lotion Grenadine 500ml X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
31994,DYBDYGRDPJ400MLPKT8,Daybyday Petroleum Jelly Grenadine 400ml X,114,Personal Care & Beauty,HC+PC,5881,DAYBYDAY,516,DREAMS COSMETICS
32002,INFCLOT125MLPKT10,Infini Clear Lotion 125ml X,114,Personal Care & Beauty,HC+PC,5893,infini,516,DREAMS COSMETICS
32003,INFCLOT300MLPKT6,Infini Clear Lotion 300ml  X,114,Personal Care & Beauty,HC+PC,5893,infini,516,DREAMS COSMETICS
32004,INFCLOT500MLPKT4,Infini Clear Lotion 500ml X,114,Personal Care & Beauty,HC+PC,5893,infini,516,DREAMS COSMETICS
32005,INFCLSOP180GPKT10,Inifini Soap 180g  X,114,Personal Care & Beauty,HC+PC,5893,infini,516,DREAMS COSMETICS
32006,PWPWLOT125MLPKT10,Pawpaw Lotion 125ml  X,114,Personal Care & Beauty,HC+PC,5894,pawpaw,516,DREAMS COSMETICS
32007,PWPWLOT200MLPKT8,Pawpaw Lotion 200ml X,114,Personal Care & Beauty,HC+PC,5894,pawpaw,516,DREAMS COSMETICS
32008,PWPWLOT300MLPKT6,Pawpaw Lotion 300ml  X,114,Personal Care & Beauty,HC+PC,5894,pawpaw,516,DREAMS COSMETICS
32009,PWPWLOT500MLPKT4,Pawpaw Lotion 500ml  X,114,Personal Care & Beauty,HC+PC,5894,pawpaw,516,DREAMS COSMETICS
32013,PIGIJU50CLX12,Pineapple & Ginger Juice 50cl  X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32014,PIGIJU35CLX12,Pineapple & Ginger Juice (small) 35cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32015,WAPIJU50CLX12,Watermelon & Pineapple Juice 50cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32016,WAPIJU35CLX12,Watermelon & Pineapple Juice (small) 35cl  X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32017,MAJU50CLX12,Mango Juice 50cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32018,MAJU35CLX12,Mango Juice (small) 35cl  X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32019,CAPIGIJU35CLX12,"Carrot, Pineapple & Ginger Juice (small) X 12",106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32020,CAPIGIJU50CLX12,"Carrot, Pineapple & Ginger Juice 50cl  X 12",106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32021,PIJU50CLX12,Pineapple Juice 50cl  X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32022,PIJU35CLX12,Pineapple Juice (small) 35cl  X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32023,PICOJU50CLX12,Pineapple & Coconut Juice 50cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32024,Dried Pineapple,Pineapple & Coconut Juice (small) 35cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32025,DRPI50GX12,Dried Pineapple 50g X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32026,DRPICO50GX12,Dried Pineapple & Coconut 50g  X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32027,DRFRNUFU50GX12,Dried Fruit & Nut Fusion 50g  X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
45743,DRPINE35,Pineapple & Coconut Juice (small) 35cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
44159,UTYPIJU50CL,Utterly Yum Pineapple Juice 50cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
44161,UTYDPCC50G,Utterly Yum Dried Pineapple & Coconut Chips 50g X 12,144,dry fruit,Commodities,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
44163,UTYDFBF50G,Utterly Yum Dried Fruits & But Fusion 50g X 12,144,dry fruit,Commodities,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
44165,UTYDPI50G,Utterly Yum Dried Pineapple 50g X 12,144,dry fruit,Commodities,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
43380,UTYMGOJU50CL,Utterly Yum Mango Juice 50cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
43382,UTYPCCJU50CL,"Utterly Yum Pineapple, Carrot & Cinger Juice 50cl X 12",106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
43384,UTYPGJU50CL,Utterly Yum Pineapple & Ginger Juice 50cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
43386,UTYPCJU50CL,Utterly Yum Pineapple & Coconut Juice 50cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
43388,UTYPWJU50CL,Utterly Yum Pineapple & Watermelon Juice 50cl X 12,106,Drinks,Beverages,5895,UTTERLY YUM,532,Utter Fresh Processing Limited
32169,COUVSCOGPK1,Courvoisier Vs Cognac 70cl X,106,Drinks,Beverages,5915,COURVOISIER,520,SUNTORY
32171,COUVSOPK1,Courvoisier Vsop 70cl X,106,Drinks,Beverages,5915,COURVOISIER,520,SUNTORY
32178,LAPEBRUT75CL,Laurent Perrier Brut 75cl X,106,Drinks,Beverages,5917,LAURENT PERRIER,542,LAURENT PERRIER
32180,LAPECUROSE75CL,Laurent Perrier Cuvee Rose 75cl  X,106,Drinks,Beverages,5917,LAURENT PERRIER,542,LAURENT PERRIER
32182,LAPEDEMSEC75CL,Laurent Perrier Demi Sec 75cl X,106,Drinks,Beverages,5917,LAURENT PERRIER,542,LAURENT PERRIER
45793,MCW1,Year End Gift Mcw X 1,115,Promo,Promo,5917,LAURENT PERRIER,542,LAURENT PERRIER
45795,STANDF1,Year End Gift Sf X 1,115,Promo,Promo,5917,LAURENT PERRIER,542,LAURENT PERRIER
45797,FLATI1,Year End Gift Fi X 1,115,Promo,Promo,5917,LAURENT PERRIER,542,LAURENT PERRIER
45799,SMART1,Year End Gift Stv X 1,115,Promo,Promo,5917,LAURENT PERRIER,542,LAURENT PERRIER
37816,SAVDRY330ML,Savanna Dry 4x(6x330ml) Nrb  Afr Bbe ,106,Drinks,Beverages,5925,SAVANNA,353,Distell Wine & Spirit Nigeria Limited
32370,UTOMAY850ML,Uto Mayonnaise 850ml  X 12,105,Condiments,Food,5938,mayonnaise,553,The agric and culture company
32381,LWRSOAP130G,Lewar Beauty Bar Soap 130g X 48,114,Personal Care & Beauty,HC+PC,5942,LEWAR,516,DREAMS COSMETICS
44415,FALCLIFM45CMX6,Falcon Cling Film 45cm X 6,108,Home Care and Laundry,HC+PC,5998,FALCON,748,AL DUBAI COMPANY
44417,FALALUMFL30CMX6,Falcon Aluminium Foil 30cm X 6,108,Home Care and Laundry,HC+PC,5998,FALCON,748,AL DUBAI COMPANY
32515,PINACOLMON70CL,Pina Colada  Monin 70cl  X,106,Drinks,Beverages,6000,Pina colada,568,DE KUYPER ROYAL DISTILLERS
32516,GLENMOQUIN70CL,Glenmorangie Quinta Robin 70cl X,106,Drinks,Beverages,6001,Glenmorangie,569,THE GLENMORANGIE DISTILLERS CO
32536,TTUSFSHBX2KG,Titus Mackerel Fish Box Size 2kg  X,107,Fresh Food,Fresh Food,6008,SEA FOOD,573,FROZEN FOODS
32537,TTUSFSH2KG,Titus Mackerel Fish 2kg  X,107,Fresh Food,Fresh Food,6008,SEA FOOD,573,FROZEN FOODS
32538,SHWAFSH2KG,Herring(shawa) Fish 2kg X,107,Fresh Food,Fresh Food,6008,SEA FOOD,573,FROZEN FOODS
32539,CROCKFSH2KG,Croacker Fish 2kg X,107,Fresh Food,Fresh Food,6008,SEA FOOD,573,FROZEN FOODS
32540,PNLAFSH2KG,Blue Whiting(panla) Fish 2kg  X,107,Fresh Food,Fresh Food,6008,SEA FOOD,573,FROZEN FOODS
33141,CROKFLT1KG,Croaker Fillet 1kg X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33142,GROPFLTB1KG,Grouper Fillet (big) 1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33143,SOLEFLT1KG,Sole Fillet 1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33144,BARRDFLT1KG,Barracuda Fillet 1kg X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33145,WHTFSHFLT1KG,White Fish Fillet 1kg X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33146,SOLPNRDY1KG,Sole Pan Ready 1kg X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33147,SAMFLT1KG,Salmon Fillet 1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33148,SAMSKMFLT1KG,Smoked Salmon Fillet 1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33149,CHKCUT4,Chicken Cut 4  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33150,CRBWHL1KG,Crab Whole 1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33151,CRBCLW1KG,Crab Claws 1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33152,CRBCLST1KG,Crab Clusters 1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33153,CRBMT1KG,Crab Meat 1kg X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33154,SAMPORT375G,Salmon Portions 375g  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33155,REDSNP1KG,Red Snapper 1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33156,BARRDFSH1KG,Barracuda Fish 1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
33157,SAMFSH1KG,Salmon Fish (guted)1kg  X 1,107,Fresh Food,Fresh Food,6008,SEA FOOD,622,ATLANTIC SHRIMPERS
32584,GRTCHIN45G,Gratia Chinchin Flakes 45g  X 40,118,Snacks and Chin Chin,Food,6017,Gratia,576,THE FLOURSHING TREAT COMPANY
32917,GRTCHIN850G,Gratia Chinchin Flakes 850g X 1,118,Snacks and Chin Chin,Food,6017,Gratia,576,THE FLOURSHING TREAT COMPANY
32918,GRTCHIN35G,Gratia Chinchin Flakes 35g X 40,118,Snacks and Chin Chin,Food,6017,Gratia,576,THE FLOURSHING TREAT COMPANY
32615,PPPC270G,Premium Pantry Plantain Chips 270g  X 12,118,Snacks and Chin Chin,Food,6022,Premium Pantry ,581,Premium Pantry 
32616,PPCN200G,Premium Pantry Cashew Nuts 200g  X 12,118,Snacks and Chin Chin,Food,6022,Premium Pantry ,581,Premium Pantry 
32617,PPP100G,Premium Pantry Popcorn 100g  X 50,118,Snacks and Chin Chin,Food,6022,Premium Pantry ,581,Premium Pantry 
32618,PPG200G,Premium Pantry Groundnuts 200g  X 12,118,Snacks and Chin Chin,Food,6022,Premium Pantry ,581,Premium Pantry 
32620,1960RTZ200ML,1960 Rootz Bitters 200ml  X 12,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32621,1960RTZ750ML,1960 Rootz Bitters 750ml  X 12,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32622,BETAMLT330ML,Betamalt Malt Pet 330ml  X 24,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32623,BOTVNOGLD750ML,Bottega Il Vino Dei Poeti Sparkling Gold 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32624,BOTVNOWHT750ML,Bottega Il Vino Dei Poeti Sparkling White 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32625,BOTVNORSEGLD750ML,Bottega Il Vino Dei Poeti Spumante Rose Gold 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32626,CAVAMOSRSE750ML,Cavatina Premium Moscato Rosé 750ml X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32627,CAVAMOSWHT750ML,Cavatina Premium Moscato White 750ml X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32628,CAVAPEACH750ML,Cavatina Premium Peach 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32629,CAVAPROSPUMT750ML,Cavatina Premium Prosecco Spumante Doc 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32631,LUNADEWHIT75CL,Luna De Murviedro Ice Cold Sparkling White 75cl  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32632,LUNADEROSE75CL,Luna De Murviedro Ice Cold Sparkling Rose 75cl  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32633,JHNBANERMWHKY75CL,John Bannermans Scotch Whiskey 75cl X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32634,GRNCSTVIRMOS75CL,Gran Castillo Viura Moscatel 75cl X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32635,GRNCSTVIRCHD75CL,Gran Castillo Viura Chardonnay 75cl  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32636,GRNCSTSHRZ75CL,Gran Castillo Shiraz 75cl  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32637,GRNCSTROSETP75CL,Gran Castillo Rose Tempranillo 75cl X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32638,GRNCSTMIRRED75CL,Gran Castillo Gran Mirador Red Blend 75cl  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32639,GRNCSTMIRDRK75CL,Gran Castillo Gran Mirador Dark Blend 75cl  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32640,GRNCSTCAB75CL,Gran Castillo Cabernet Sauvignon 75cl  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32673,DLAPPMOJIT500ML,Dream Line Apple Mojito(non Alcohol) 500ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32674,DLDRYMOJIT500ML,Dream Line Dry Mojito 500ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32675,DLPURPTCH750ML,Dream Line Sparkling Purple Touch 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32676,DLSLVROSE750ML,Dream Line Sparkling Silver Rose 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32677,DLVULCNO750ML,Dream Line Sparkling Vulcano 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32678,DLNAUTSTRWB500ML,Dream Line Naughty Strawberry 500ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32679,DLTROPIC500ML,Dream Line Tropical (alcohol Free) 500ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32680,DLVODKCARAM500ML,Dream Line Vodka Caramelo 500ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32681,DLSKYBLUE750ML,Dream Line Sparkling Sky Blue 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32682,DLFORTUNE750ML,Dream Line Sparkling Fortune 750ml  X,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
54963,STCHNTSWRW75CL,Star Chaser Natural Sweet Red Wine 750ml X 6,106,Drinks,Beverages,6023,BRANDS & TRADE,582,BRANDS & TRADE
32861,RFCNUTCRML100G,Reel Fruit Coconut Chips Caramel 100g X 24,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
32863,RFCNUTCHOCO100G,Reel Fruit Coconut Chips Chocolate 100g X 24,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
32864,RFCNUTHNYS100G,Reel Fruit Coconut Chips Honey Sesame 100g X 24,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
32866,RFDPINE100G,Reel Fruit Dried Pineapple 100g X 24,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
32867,RFDMANG100G,Reel Fruit Dried Mango 100g X 24,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
32869,RFDMANG50G,Reel Fruit Dried Mango 50g X 24,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
32870,RFFRUT&NUT22G,Reel Fruit Fruit & Nut Mix 22g X 12,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
32872,RFFRUT&NUT100G,Reel Fruit Fruit And Nut Mix 100g X 24,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
32873,RFFRUT&NUT50G,Reel Fruit Fruit And Nut Mix 50g X 24,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
32875,RFCASHEW50G,Reel Fruit Premium Cashew Nut 50g X 24,118,Snacks and Chin Chin,Food,6069,REEL FRUIT,604,NATURE'S BOUNTY HEALTH PRODUCTS LTD
