TownID	CityID	StateID	CountryID	TownName	CityName	StateName	CountryName
240	1511	125	1	Amuwo Odofin - Festac (5th Avenue)	Amuwo Odofin	Lagos	Nigeria
241	1511	125	1	Amuwo Odofin - Festac (6th Avenue)	Amuwo Odofin	Lagos	Nigeria
242	1511	125	1	Amuwo Odofin - Festac (7th Avenue)	Amuwo Odofin	Lagos	Nigeria
285	1516	125	1	Ibeju Lekki - Lakowe - Adeba Road	Ibeju Lekki	Lagos	Nigeria
286	1516	125	1	Ibeju Lekki - Lakowe - Golf	Ibeju Lekki	Lagos	Nigeria
287	1516	125	1	Ibeju Lekki - Lakowe - Kajola	Ibeju Lekki	Lagos	Nigeria
288	1516	125	1	Ibeju Lekki - Lakowe - School Gate	Ibeju Lekki	Lagos	Nigeria
289	1516	125	1	Ibeju Lekki - Badore	Ibeju Lekki	Lagos	Nigeria
290	1516	125	1	Ibeju Lekki - Magbon - Alade	Ibeju Lekki	Lagos	Nigeria
291	1516	125	1	Ibeju Lekki - Iberikodo	Ibeju Lekki	Lagos	Nigeria
292	1516	125	1	Ibeju Lekki - Igando - Oloja	Ibeju Lekki	Lagos	Nigeria
293	1516	125	1	Ibeju Lekki - Awoyaya - Container Bustop	Ibeju Lekki	Lagos	Nigeria
294	1516	125	1	Ibeju Lekki - Awoyaya - Eko Akete Estate	Ibeju Lekki	Lagos	Nigeria
295	1516	125	1	Ibeju Lekki - Awoyaya - Eputu	Ibeju Lekki	Lagos	Nigeria
296	1516	125	1	Ibeju Lekki - Awoyaya - Gbetu Iwerekun Road	Ibeju Lekki	Lagos	Nigeria
297	1516	125	1	Ibeju Lekki - Awoyaya - Idowu Eletu	Ibeju Lekki	Lagos	Nigeria
298	1516	125	1	Ibeju Lekki - Awoyaya - Mayfair Gardens	Ibeju Lekki	Lagos	Nigeria
299	1516	125	1	Ibeju Lekki - Awoyaya - Ogunlana Busstop	Ibeju Lekki	Lagos	Nigeria
300	1516	125	1	Ibeju Lekki - Awoyaya - Ologunfe	Ibeju Lekki	Lagos	Nigeria
301	1516	125	1	Ibeju Lekki - Awoyaya - Oribanwa	Ibeju Lekki	Lagos	Nigeria
302	1516	125	1	Ibeju Lekki - Eleko	Ibeju Lekki	Lagos	Nigeria
303	1516	125	1	Ibeju Lekki - Bogoje	Ibeju Lekki	Lagos	Nigeria
304	1516	125	1	Ibeju Lekki - Akodo	Ibeju Lekki	Lagos	Nigeria
305	1516	125	1	Ibeju Lekki - Elerangbe	Ibeju Lekki	Lagos	Nigeria
306	1516	125	1	Ibeju Lekki - Idi - Orogbo	Ibeju Lekki	Lagos	Nigeria
307	1516	125	1	Ibeju Lekki - Abijo	Ibeju Lekki	Lagos	Nigeria
308	1781	105	1	Dawaki	Bwari	Abuja	Nigeria
309	5347	105	1	Dei Dei	AMAC 1	Abuja	Nigeria
310	1781	105	1	Dutsen Alhaji	Bwari	Abuja	Nigeria
311	1781	105	1	Katampe	Bwari	Abuja	Nigeria
312	1781	105	1	Kubwa	Bwari	Abuja	Nigeria
313	1781	105	1	Shere	Bwari	Abuja	Nigeria
314	1781	105	1	Kogo	Bwari	Abuja	Nigeria
315	1781	105	1	Gau	Bwari	Abuja	Nigeria
316	5349	105	1	Rubbochi	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
317	5349	105	1	Pegi	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
318	5349	105	1	Buga	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
319	5349	105	1	Gudun Karya	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
320	5349	105	1	Gaube	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
321	5349	105	1	Kasada	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
322	5349	105	1	Fadan Sarki	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
323	5349	105	1	Kutunku	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
325	5349	105	1	Dobi	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
326	5349	105	1	Ashara	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
327	5349	105	1	Dafa	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
328	5349	105	1	Gumbo	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
329	5349	105	1	Kilankwa	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
330	5349	105	1	Pai	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
331	5349	105	1	Shada	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
332	5349	105	1	Wako	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
333	5349	105	1	Yangoji	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
334	5349	105	1	Yebu	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
335	5349	105	1	Dangara	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
336	5349	105	1	Gbogbogo	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
337	5349	105	1	Manderegi	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
338	5349	105	1	Nah. Tosho	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
339	5349	105	1	Nahalati Sabo	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
340	5349	105	1	Rimba	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
341	5349	105	1	Yaba	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
342	5349	105	1	Yawule	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
343	5349	105	1	Nanda	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
344	5349	105	1	Tupa	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
345	5349	105	1	Agyana	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
346	5349	105	1	Alu	Kuje/Gwagwalada/Abaji	Abuja	Nigeria
347	1706	133	1	Abuloma	Port Harcourt	Rivers	Nigeria
348	1706	133	1	Amadi Ama	Port Harcourt	Rivers	Nigeria
349	1706	133	1	Borokiri	Port Harcourt	Rivers	Nigeria
350	1706	133	1	D-Line	Port Harcourt	Rivers	Nigeria
351	1706	133	1	Diobu	Port Harcourt	Rivers	Nigeria
352	1706	133	1	Eagle Island	Port Harcourt	Rivers	Nigeria
353	1706	133	1	Elekahia	Port Harcourt	Rivers	Nigeria
354	1706	133	1	New Gra	Port Harcourt	Rivers	Nigeria
355	1706	133	1	Nkpogu	Port Harcourt	Rivers	Nigeria
356	1706	133	1	Nkpolu Oroworukwo	Port Harcourt	Rivers	Nigeria
357	1706	133	1	Ogbunabali	Port Harcourt	Rivers	Nigeria
358	1706	133	1	Old Gra	Port Harcourt	Rivers	Nigeria
359	1706	133	1	Old Port Harcourt Township	Port Harcourt	Rivers	Nigeria
360	1706	133	1	Oroabali	Port Harcourt	Rivers	Nigeria
361	1706	133	1	Oroada	Port Harcourt	Rivers	Nigeria
362	1706	133	1	Orogbum	Port Harcourt	Rivers	Nigeria
363	1706	133	1	Oromeruezimgbu	Port Harcourt	Rivers	Nigeria
364	1706	133	1	Oroworukwo	Port Harcourt	Rivers	Nigeria
365	1706	133	1	Orochiri	Port Harcourt	Rivers	Nigeria
366	1706	133	1	Oromineke	Port Harcourt	Rivers	Nigeria
367	1706	133	1	Rumukalagbor	Port Harcourt	Rivers	Nigeria
368	1699	133	1	Alakahia	Obio Akpor	Rivers	Nigeria
369	1699	133	1	Atali	Obio Akpor	Rivers	Nigeria
370	1699	133	1	Egbelu	Obio Akpor	Rivers	Nigeria
371	1699	133	1	Choba	Obio Akpor	Rivers	Nigeria
372	1699	133	1	Elelenwo	Obio Akpor	Rivers	Nigeria
373	1699	133	1	Eligbam	Obio Akpor	Rivers	Nigeria
374	1699	133	1	Elimgbu	Obio Akpor	Rivers	Nigeria
375	1699	133	1	Elioparanwo	Obio Akpor	Rivers	Nigeria
376	1699	133	1	Eliozu	Obio Akpor	Rivers	Nigeria
377	1699	133	1	Eneka	Obio Akpor	Rivers	Nigeria
379	1699	133	1	Mgbuesilaru	Obio Akpor	Rivers	Nigeria
380	1699	133	1	Mgbuoba	Obio Akpor	Rivers	Nigeria
381	1699	133	1	Mgbuosimini	Obio Akpor	Rivers	Nigeria
382	1699	133	1	Mpakurche	Obio Akpor	Rivers	Nigeria
383	1699	133	1	Nkpelu	Obio Akpor	Rivers	Nigeria
384	1699	133	1	Ogbogoro	Obio Akpor	Rivers	Nigeria
385	1699	133	1	Oginigba	Obio Akpor	Rivers	Nigeria
386	1699	133	1	Oro-Igwe	Obio Akpor	Rivers	Nigeria
387	1699	133	1	Oroazi	Obio Akpor	Rivers	Nigeria
388	1699	133	1	Ozuoba	Obio Akpor	Rivers	Nigeria
389	1699	133	1	Rukpokwu	Obio Akpor	Rivers	Nigeria
390	1699	133	1	Rumuadaolu	Obio Akpor	Rivers	Nigeria
391	1699	133	1	Rumuaghaolu	Obio Akpor	Rivers	Nigeria
392	1699	133	1	Rumuchiorlu	Obio Akpor	Rivers	Nigeria
393	1699	133	1	Rumudara	Obio Akpor	Rivers	Nigeria
394	1699	133	1	Rumuekini	Obio Akpor	Rivers	Nigeria
395	1699	133	1	Rumueme	Obio Akpor	Rivers	Nigeria
396	1699	133	1	Rumuepirikom	Obio Akpor	Rivers	Nigeria
397	1699	133	1	Rumuesara	Obio Akpor	Rivers	Nigeria
398	1699	133	1	Rumuewhara	Obio Akpor	Rivers	Nigeria
399	1699	133	1	Rumuibekwe	Obio Akpor	Rivers	Nigeria
400	1699	133	1	Rumuigbo	Obio Akpor	Rivers	Nigeria
401	1699	133	1	Rumunduru	Obio Akpor	Rivers	Nigeria
402	1699	133	1	Rumuobiokani	Obio Akpor	Rivers	Nigeria
403	1699	133	1	Rumuogba	Obio Akpor	Rivers	Nigeria
404	1699	133	1	Rumuokparali	Obio Akpor	Rivers	Nigeria
405	1699	133	1	Rumuokwurusi	Obio Akpor	Rivers	Nigeria
406	1699	133	1	Rumuolumeni	Obio Akpor	Rivers	Nigeria
407	1699	133	1	Rumuodomaya	Obio Akpor	Rivers	Nigeria
408	1699	133	1	Rumuoji	Obio Akpor	Rivers	Nigeria
409	1699	133	1	Rumuokoro	Obio Akpor	Rivers	Nigeria
410	1699	133	1	Rumuokwachi	Obio Akpor	Rivers	Nigeria
411	1699	133	1	Rumuokwuota	Obio Akpor	Rivers	Nigeria
412	1699	133	1	Rumuola	Obio Akpor	Rivers	Nigeria
413	1699	133	1	Rumuolukwu	Obio Akpor	Rivers	Nigeria
414	1699	133	1	Rumuomasi	Obio Akpor	Rivers	Nigeria
415	1699	133	1	Rumuomoi	Obio Akpor	Rivers	Nigeria
416	1699	133	1	Rumuosi	Obio Akpor	Rivers	Nigeria
417	1699	133	1	Rumurolu	Obio Akpor	Rivers	Nigeria
418	1699	133	1	Trans Amadi	Obio Akpor	Rivers	Nigeria
419	1699	133	1	Woji	Obio Akpor	Rivers	Nigeria
420	1702	133	1	Abam – Ama Ii	Okrika	Rivers	Nigeria
421	1702	133	1	Abioboama	Okrika	Rivers	Nigeria
422	1702	133	1	Agbkien- Ama	Okrika	Rivers	Nigeria
423	1702	133	1	Andikiri	Okrika	Rivers	Nigeria
424	1702	133	1	Asemeningolike	Okrika	Rivers	Nigeria
425	1702	133	1	Dankiri	Okrika	Rivers	Nigeria
426	1702	133	1	Dikiboama	Okrika	Rivers	Nigeria
427	1702	133	1	Ekerekana	Okrika	Rivers	Nigeria
428	1702	133	1	George -Ama	Okrika	Rivers	Nigeria
429	1702	133	1	Ibaka	Okrika	Rivers	Nigeria
430	1702	133	1	Ibuluy-Dikiboama	Okrika	Rivers	Nigeria
431	1702	133	1	Ikirikoama	Okrika	Rivers	Nigeria
432	1702	133	1	Ikpokiri – Ama Ii	Okrika	Rivers	Nigeria
433	1702	133	1	Isaka	Okrika	Rivers	Nigeria
434	1702	133	1	Iwokiri – Ama	Okrika	Rivers	Nigeria
435	1702	133	1	Iyokiri	Okrika	Rivers	Nigeria
436	1702	133	1	Kalio -Ama	Okrika	Rivers	Nigeria
437	1702	133	1	Mbikiri	Okrika	Rivers	Nigeria
438	1702	133	1	Ndubusiama	Okrika	Rivers	Nigeria
439	1702	133	1	Ngbagbebokoama	Okrika	Rivers	Nigeria
440	1702	133	1	Ngololo	Okrika	Rivers	Nigeria
441	1702	133	1	Oba – Ama	Okrika	Rivers	Nigeria
442	1702	133	1	Obiarime -Ama	Okrika	Rivers	Nigeria
443	1702	133	1	Odokorobie	Okrika	Rivers	Nigeria
444	1702	133	1	Ogan-Ama	Okrika	Rivers	Nigeria
445	1702	133	1	Ogbogbo	Okrika	Rivers	Nigeria
446	1702	133	1	Ogoloma	Okrika	Rivers	Nigeria
447	1702	133	1	Okirika	Okrika	Rivers	Nigeria
448	1702	133	1	Okochiri	Okrika	Rivers	Nigeria
449	1702	133	1	Okujagu Ama	Okrika	Rivers	Nigeria
450	1702	133	1	Okumgba -Ama	Okrika	Rivers	Nigeria
451	1702	133	1	Omoaobi	Okrika	Rivers	Nigeria
452	1702	133	1	Omodere -Ama	Okrika	Rivers	Nigeria
453	1702	133	1	Opuada -Ama	Okrika	Rivers	Nigeria
454	1702	133	1	Oraberekiri -Ama	Okrika	Rivers	Nigeria
455	1702	133	1	Otobipi	Okrika	Rivers	Nigeria
456	1702	133	1	Owuogonoama	Okrika	Rivers	Nigeria
457	1702	133	1	Sara -Ama	Okrika	Rivers	Nigeria
458	5877	126	1	Apo	AMAC 3	Nasarawa	Nigeria
459	5877	126	1	Asokoro	AMAC 3	Nasarawa	Nigeria
461	5877	126	1	Garki 2	AMAC 3	Nasarawa	Nigeria
462	5877	126	1	Garki Area 1	AMAC 3	Nasarawa	Nigeria
463	5877	126	1	Garki Area 2	AMAC 3	Nasarawa	Nigeria
464	5877	126	1	Garki Area 3	AMAC 3	Nasarawa	Nigeria
465	5877	126	1	Garki Area 7	AMAC 3	Nasarawa	Nigeria
466	5877	126	1	Garki Area 8	AMAC 3	Nasarawa	Nigeria
467	5877	126	1	Garki Area 10	AMAC 3	Nasarawa	Nigeria
468	5877	126	1	Garki Area 11	AMAC 3	Nasarawa	Nigeria
469	5877	126	1	Gudu	AMAC 3	Nasarawa	Nigeria
470	5877	126	1	Garki Village	AMAC 3	Nasarawa	Nigeria
471	5877	126	1	Kobi	AMAC 3	Nasarawa	Nigeria
473	5877	126	1	Damangaza	AMAC 3	Nasarawa	Nigeria
474	5877	126	1	Kpaduma	AMAC 3	Nasarawa	Nigeria
476	5877	126	1	Durumi	AMAC 3	Nasarawa	Nigeria
477	5877	126	1	Nepa Village	AMAC 3	Nasarawa	Nigeria
478	5877	126	1	Wumba	AMAC 3	Nasarawa	Nigeria
480	5348	105	1	Cheafoyi	AMAC 2	Abuja	Nigeria
481	5348	105	1	Pigba	AMAC 2	Abuja	Nigeria
482	5348	105	1	Agnayita	AMAC 2	Abuja	Nigeria
483	5348	105	1	Gui	AMAC 2	Abuja	Nigeria
484	1781	105	1	Gwarimpa	Bwari	Abuja	Nigeria
485	5347	105	1	Kado Federal Housing	AMAC 1	Abuja	Nigeria
486	5347	105	1	Mabushi	AMAC 1	Abuja	Nigeria
487	5347	105	1	Utako	AMAC 1	Abuja	Nigeria
488	5347	105	1	Jabi	AMAC 1	Abuja	Nigeria
489	5348	105	1	Kabusa	AMAC 2	Abuja	Nigeria
490	5348	105	1	Takushara	AMAC 2	Abuja	Nigeria
491	5877	126	1	Waru	AMAC 3	Nasarawa	Nigeria
492	5877	126	1	Orozo	AMAC 3	Nasarawa	Nigeria
493	5347	105	1	Gwa gwa	AMAC 1	Abuja	Nigeria
494	5877	126	1	Karu	AMAC 3	Nasarawa	Nigeria
495	5348	105	1	Maitama	AMAC 2	Abuja	Nigeria
496	5347	105	1	Ministers Hill	AMAC 1	Abuja	Nigeria
497	5877	126	1	Nyanya	AMAC 3	Nasarawa	Nigeria
498	5347	105	1	Three Arms Zone	AMAC 1	Abuja	Nigeria
499	5347	105	1	Wuse 2	AMAC 1	Abuja	Nigeria
500	5347	105	1	Wuse Zone 1	AMAC 1	Abuja	Nigeria
501	5347	105	1	Wuse Zone 2	AMAC 1	Abuja	Nigeria
502	5347	105	1	Wuse Zone 3	AMAC 1	Abuja	Nigeria
503	5347	105	1	Wuse Zone 4	AMAC 1	Abuja	Nigeria
504	5347	105	1	Wuse Zone 5	AMAC 1	Abuja	Nigeria
505	5347	105	1	Wuse Zone 6	AMAC 1	Abuja	Nigeria
506	5347	105	1	Wuse Zone 7	AMAC 1	Abuja	Nigeria
507	5877	126	1	Kurudu	AMAC 3	Nasarawa	Nigeria
508	5877	126	1	Jikwoyi	AMAC 3	Nasarawa	Nigeria
509	5877	126	1	Karshi	AMAC 3	Nasarawa	Nigeria
510	5877	126	1	Kuchigoro	AMAC 3	Nasarawa	Nigeria
511	5877	126	1	Karonmajigi	AMAC 3	Nasarawa	Nigeria
512	5347	105	1	Lugbe	AMAC 1	Abuja	Nigeria
513	5347	105	1	Gwasa	AMAC 1	Abuja	Nigeria
514	5347	105	1	Sauka	AMAC 1	Abuja	Nigeria
515	5347	105	1	Airport Road	AMAC 1	Abuja	Nigeria
516	5347	105	1	Jiwa	AMAC 1	Abuja	Nigeria
517	5347	105	1	Idu	AMAC 1	Abuja	Nigeria
518	1118	106	1	Abadikiri	Brass	Bayelsa	Nigeria
519	1118	106	1	Abedigbene	Brass	Bayelsa	Nigeria
520	1118	106	1	Abolikiri	Brass	Bayelsa	Nigeria
521	1118	106	1	Abulobiri	Brass	Bayelsa	Nigeria
522	1118	106	1	Adaakou	Brass	Bayelsa	Nigeria
523	1118	106	1	Adamkiri	Brass	Bayelsa	Nigeria
524	1118	106	1	Agbakabiriyai	Brass	Bayelsa	Nigeria
525	1118	106	1	Agubagaha	Brass	Bayelsa	Nigeria
526	1118	106	1	Akasa	Brass	Bayelsa	Nigeria
527	1118	106	1	Akipelai	Brass	Bayelsa	Nigeria
528	1118	106	1	Amagbefeu	Brass	Bayelsa	Nigeria
529	1118	106	1	Ampogu	Brass	Bayelsa	Nigeria
530	1118	106	1	Aparanbio	Brass	Bayelsa	Nigeria
531	1118	106	1	Arumhikiri	Brass	Bayelsa	Nigeria
532	1118	106	1	Atubo	Brass	Bayelsa	Nigeria
533	1118	106	1	Awajeakiri	Brass	Bayelsa	Nigeria
534	1118	106	1	Awazakiri	Brass	Bayelsa	Nigeria
535	1118	106	1	Ayagirikiri	Brass	Bayelsa	Nigeria
536	1118	106	1	Bamankiri	Brass	Bayelsa	Nigeria
537	1118	106	1	Beletiama	Brass	Bayelsa	Nigeria
538	1118	106	1	Benkiri	Brass	Bayelsa	Nigeria
539	1118	106	1	Biantubu	Brass	Bayelsa	Nigeria
540	1118	106	1	Boama	Brass	Bayelsa	Nigeria
541	1118	106	1	Bonneykiri	Brass	Bayelsa	Nigeria
542	1118	106	1	Brass	Brass	Bayelsa	Nigeria
543	1118	106	1	Buogboko	Brass	Bayelsa	Nigeria
544	1118	106	1	Burukiri	Brass	Bayelsa	Nigeria
545	1118	106	1	Cape Formosa	Brass	Bayelsa	Nigeria
546	1118	106	1	Captninakiri	Brass	Bayelsa	Nigeria
547	1118	106	1	Clarendon	Brass	Bayelsa	Nigeria
548	1118	106	1	Curpen	Brass	Bayelsa	Nigeria
549	1118	106	1	Duokumgbene	Brass	Bayelsa	Nigeria
550	1118	106	1	Ebelegbene	Brass	Bayelsa	Nigeria
551	1118	106	1	Ebikiri	Brass	Bayelsa	Nigeria
552	1118	106	1	Edebarikiri	Brass	Bayelsa	Nigeria
553	1118	106	1	Egbedekiri	Brass	Bayelsa	Nigeria
554	1118	106	1	Egbilaba	Brass	Bayelsa	Nigeria
555	1118	106	1	Egekiri	Brass	Bayelsa	Nigeria
556	1118	106	1	Egeletia	Brass	Bayelsa	Nigeria
557	1118	106	1	Egeregere	Brass	Bayelsa	Nigeria
558	1118	106	1	Egereogo	Brass	Bayelsa	Nigeria
559	1118	106	1	Egwema	Brass	Bayelsa	Nigeria
560	1118	106	1	Egwema Pogu	Brass	Bayelsa	Nigeria
561	1118	106	1	Ekemakiri	Brass	Bayelsa	Nigeria
562	1118	106	1	Ekesitoko	Brass	Bayelsa	Nigeria
563	1118	106	1	Elgitekin	Brass	Bayelsa	Nigeria
564	1118	106	1	Eluenigbene	Brass	Bayelsa	Nigeria
565	1118	106	1	Enegalogo	Brass	Bayelsa	Nigeria
566	1118	106	1	Ereweibio	Brass	Bayelsa	Nigeria
567	1118	106	1	Etabolagone	Brass	Bayelsa	Nigeria
568	1118	106	1	Ewediri	Brass	Bayelsa	Nigeria
569	1118	106	1	Eweisuo	Brass	Bayelsa	Nigeria
570	1118	106	1	Ewoama	Brass	Bayelsa	Nigeria
571	1118	106	1	Ewokiri	Brass	Bayelsa	Nigeria
572	1118	106	1	Eyenkiri	Brass	Bayelsa	Nigeria
573	1118	106	1	Fantuo	Brass	Bayelsa	Nigeria
574	1118	106	1	Fiwaritimi	Brass	Bayelsa	Nigeria
575	1118	106	1	Ganigbene	Brass	Bayelsa	Nigeria
576	1118	106	1	Gbene Ghama	Brass	Bayelsa	Nigeria
577	1118	106	1	Gold Coastreet	Brass	Bayelsa	Nigeria
578	1118	106	1	Golubokiri	Brass	Bayelsa	Nigeria
579	1118	106	1	Guorogbene	Brass	Bayelsa	Nigeria
580	1118	106	1	Ibelebiekiri	Brass	Bayelsa	Nigeria
581	1118	106	1	Ibtufra-Makiri	Brass	Bayelsa	Nigeria
582	1118	106	1	Idema	Brass	Bayelsa	Nigeria
583	1118	106	1	Igbabele	Brass	Bayelsa	Nigeria
584	1118	106	1	Igbabopiri	Brass	Bayelsa	Nigeria
585	1118	106	1	Ijawki	Brass	Bayelsa	Nigeria
586	1118	106	1	Imbiri	Brass	Bayelsa	Nigeria
587	1118	106	1	Iniedoyey-Ekiri	Brass	Bayelsa	Nigeria
588	1118	106	1	Isikara	Brass	Bayelsa	Nigeria
589	1118	106	1	Iwoama	Brass	Bayelsa	Nigeria
590	1118	106	1	Jekegbene	Brass	Bayelsa	Nigeria
591	1118	106	1	Kabuke	Brass	Bayelsa	Nigeria
592	1118	106	1	Kalabilema	Brass	Bayelsa	Nigeria
593	1118	106	1	Kallah Oroba Island	Brass	Bayelsa	Nigeria
594	1118	106	1	Kamikiri	Brass	Bayelsa	Nigeria
595	1118	106	1	Kemmers Town	Brass	Bayelsa	Nigeria
596	1118	106	1	Kinkiamabugo	Brass	Bayelsa	Nigeria
597	1118	106	1	Kirigupo	Brass	Bayelsa	Nigeria
598	1118	106	1	Kirikakiri	Brass	Bayelsa	Nigeria
599	1118	106	1	Kongho	Brass	Bayelsa	Nigeria
600	1118	106	1	Kpangbokiri	Brass	Bayelsa	Nigeria
601	1118	106	1	Kurogbaba	Brass	Bayelsa	Nigeria
602	1118	106	1	Liama	Brass	Bayelsa	Nigeria
603	1118	106	1	Location	Brass	Bayelsa	Nigeria
604	1118	106	1	Mabokubu	Brass	Bayelsa	Nigeria
605	1118	106	1	Mansiorkiri	Brass	Bayelsa	Nigeria
606	1118	106	1	Mbaskiri	Brass	Bayelsa	Nigeria
607	1118	106	1	Mileokiri	Brass	Bayelsa	Nigeria
608	1118	106	1	Minibeleu	Brass	Bayelsa	Nigeria
609	1118	106	1	Misakiri	Brass	Bayelsa	Nigeria
610	1118	106	1	Moborokiri	Brass	Bayelsa	Nigeria
611	1118	106	1	Monikiri	Brass	Bayelsa	Nigeria
612	1118	106	1	Munighakiri	Brass	Bayelsa	Nigeria
613	1118	106	1	Namatebe	Brass	Bayelsa	Nigeria
614	1118	106	1	Nampoju	Brass	Bayelsa	Nigeria
615	1118	106	1	Oaroweiama	Brass	Bayelsa	Nigeria
616	1118	106	1	Obama	Brass	Bayelsa	Nigeria
617	1118	106	1	Obi	Brass	Bayelsa	Nigeria
618	1118	106	1	Obudogbene	Brass	Bayelsa	Nigeria
619	1118	106	1	Odioma	Brass	Bayelsa	Nigeria
620	1118	106	1	Ofo Market	Brass	Bayelsa	Nigeria
621	1118	106	1	Ogalkiri	Brass	Bayelsa	Nigeria
622	1118	106	1	Ogbonotroko	Brass	Bayelsa	Nigeria
623	1118	106	1	Oimiekiri	Brass	Bayelsa	Nigeria
624	1118	106	1	Okiinibiriba	Brass	Bayelsa	Nigeria
625	1118	106	1	Okinbiriboteu	Brass	Bayelsa	Nigeria
626	1118	106	1	Okobotruo	Brass	Bayelsa	Nigeria
627	1118	106	1	Okoribukio	Brass	Bayelsa	Nigeria
628	1118	106	1	Okparanaba	Brass	Bayelsa	Nigeria
629	1118	106	1	Okpoama	Brass	Bayelsa	Nigeria
630	1118	106	1	Okpokiri	Brass	Bayelsa	Nigeria
