Week,CustomerID,SKUID,OrderValue,TransactionDate
1,C42,SKU31,304.08662881862824,2025-01-01
1,C14,SKU86,207.72968255190284,2025-01-01
1,C34,SKU37,88.47284891688606,2025-01-01
1,C22,SKU43,458.678576711945,2025-01-01
1,C30,SKU55,174.03668884458165,2025-01-01
1,C37,SKU39,330.7370648179015,2025-01-01
1,C14,SKU22,482.9789115961125,2025-01-01
1,C7,SKU5,314.2769005751695,2025-01-01
1,C6,SKU4,139.1577175303365,2025-01-01
1,C8,SKU40,351.05384763695184,2025-01-01
1,C17,SKU52,164.20516287661712,2025-01-01
1,C37,SKU60,166.41923838681615,2025-01-01
1,C33,SKU94,425.13509687916513,2025-01-01
2,C22,SKU78,70.42552227687736,2025-01-08
2,C40,SKU45,37.5600114651414,2025-01-08
2,C16,SKU83,162.8830441177593,2025-01-08
2,C21,SKU9,449.8872033337513,2025-01-08
2,C30,SKU20,440.51937521706157,2025-01-08
2,C50,SKU9,368.83431423872145,2025-01-08
2,C39,SKU4,480.1952765402849,2025-01-08
2,C35,SKU53,118.65821194362196,2025-01-08
2,C33,SKU78,478.189127577875,2025-01-08
2,C3,SKU94,122.017755261408,2025-01-08
2,C35,SKU14,382.85771625986166,2025-01-08
2,C19,SKU22,387.48345189203576,2025-01-08
2,C47,SKU75,307.8657948216694,2025-01-08
2,C38,SKU44,93.06444078203985,2025-01-08
2,C11,SKU77,316.59887459244476,2025-01-08
2,C36,SKU91,185.9891019018752,2025-01-08
2,C8,SKU55,93.69104793664228,2025-01-08
2,C2,SKU83,263.2359348925987,2025-01-08
2,C21,SKU47,358.12209985864376,2025-01-08
2,C49,SKU72,167.81286527467324,2025-01-08
2,C14,SKU74,75.7437034039109,2025-01-08
2,C2,SKU94,116.35908090303624,2025-01-08
2,C26,SKU54,375.72967193371085,2025-01-08
2,C19,SKU52,27.533567066830916,2025-01-08
2,C24,SKU73,35.102266162306435,2025-01-08
2,C4,SKU48,111.55134882409479,2025-01-08
2,C36,SKU16,284.33630021202356,2025-01-08
2,C28,SKU12,64.18139535029914,2025-01-08
2,C34,SKU2,92.01324650292207,2025-01-08
2,C9,SKU96,12.793314825327231,2025-01-08
2,C2,SKU64,122.2413013168638,2025-01-08
2,C26,SKU49,380.3521237958265,2025-01-08
2,C37,SKU79,134.21369332770846,2025-01-08
2,C15,SKU36,255.16329658517418,2025-01-08
2,C15,SKU94,403.3589650955322,2025-01-08
2,C10,SKU13,342.90766935387927,2025-01-08
2,C45,SKU22,475.60794423727305,2025-01-08
2,C37,SKU8,190.62237135386115,2025-01-08
2,C6,SKU9,319.58007264652093,2025-01-08
2,C17,SKU79,52.919814258268495,2025-01-08
2,C27,SKU79,444.7637282440776,2025-01-08
2,C5,SKU56,93.91987336120025,2025-01-08
2,C42,SKU6,85.31002778150452,2025-01-08
2,C31,SKU18,119.25150517823381,2025-01-08
2,C37,SKU2,432.90428995037894,2025-01-08
2,C15,SKU17,122.40118175979812,2025-01-08
2,C22,SKU19,349.9505894676492,2025-01-08
2,C7,SKU58,409.78041350732553,2025-01-08
2,C27,SKU40,45.460897796832015,2025-01-08
2,C39,SKU84,22.906869672220402,2025-01-08
2,C33,SKU88,339.51088461646214,2025-01-08
2,C17,SKU2,439.8816103155707,2025-01-08
2,C38,SKU89,95.91843741948396,2025-01-08
2,C41,SKU51,252.5876972567709,2025-01-08
2,C13,SKU70,200.39553983111858,2025-01-08
2,C12,SKU29,209.18270578229018,2025-01-08
2,C31,SKU84,124.15488658450502,2025-01-08
2,C33,SKU78,111.77280115439488,2025-01-08
2,C38,SKU89,325.4726585350877,2025-01-08
2,C22,SKU6,324.92964515502894,2025-01-08
2,C22,SKU87,94.71847955184373,2025-01-08
2,C24,SKU59,455.4475940716265,2025-01-08
2,C8,SKU16,310.6801263905275,2025-01-08
2,C44,SKU29,128.95412262670385,2025-01-08
2,C17,SKU74,370.793101599563,2025-01-08
2,C26,SKU47,193.11170283404203,2025-01-08
2,C46,SKU64,213.7510829014894,2025-01-08
2,C31,SKU15,71.97596089765253,2025-01-08
2,C35,SKU76,197.20778044707816,2025-01-08
2,C38,SKU74,306.17026694977557,2025-01-08
2,C5,SKU36,12.665692629105653,2025-01-08
2,C4,SKU77,216.91598455125305,2025-01-08
2,C27,SKU98,397.7926485872421,2025-01-08
2,C21,SKU24,265.55589647660844,2025-01-08
2,C29,SKU43,230.75639163783154,2025-01-08
2,C20,SKU61,211.89185186719234,2025-01-08
2,C2,SKU99,146.1221176084092,2025-01-08
2,C5,SKU54,176.57962573491602,2025-01-08
2,C11,SKU98,415.5800520933931,2025-01-08
2,C6,SKU51,206.25908037588368,2025-01-08
2,C26,SKU33,214.99849777598746,2025-01-08
2,C34,SKU46,297.16738261809405,2025-01-08
2,C21,SKU66,397.4183140504516,2025-01-08
2,C4,SKU84,49.71100663662864,2025-01-08
2,C26,SKU98,92.71161144939701,2025-01-08
2,C48,SKU94,417.17205436479446,2025-01-08
2,C8,SKU6,152.2230529888404,2025-01-08
2,C45,SKU62,73.70893202979696,2025-01-08
2,C9,SKU42,250.7150319057545,2025-01-08
2,C22,SKU1,107.14376606059412,2025-01-08
2,C23,SKU84,427.4916591389625,2025-01-08
2,C49,SKU87,466.91625379148115,2025-01-08
2,C25,SKU58,162.6766997234077,2025-01-08
2,C49,SKU6,211.19852243156632,2025-01-08
2,C8,SKU83,249.42859555472876,2025-01-08
2,C25,SKU76,170.99756597972507,2025-01-08
2,C22,SKU21,279.67483414832594,2025-01-08
2,C11,SKU55,447.91176803977834,2025-01-08
2,C11,SKU99,226.0397212475414,2025-01-08
2,C21,SKU25,225.69475603530984,2025-01-08
2,C34,SKU2,151.09438755518704,2025-01-08
2,C16,SKU32,133.72933961198578,2025-01-08
2,C26,SKU51,409.59757151690553,2025-01-08
2,C20,SKU78,409.37171874764033,2025-01-08
2,C44,SKU100,35.45117438052499,2025-01-08
2,C18,SKU40,95.04975874322568,2025-01-08
2,C18,SKU59,263.2966568409779,2025-01-08
2,C8,SKU85,67.03620144812999,2025-01-08
2,C49,SKU96,101.80814782467905,2025-01-08
2,C10,SKU50,353.56260357572216,2025-01-08
2,C50,SKU98,257.0149599171072,2025-01-08
2,C11,SKU1,468.52590854328236,2025-01-08
2,C5,SKU62,141.7150665796786,2025-01-08
2,C46,SKU52,39.68190654602937,2025-01-08
2,C49,SKU15,126.0554851790397,2025-01-08
2,C22,SKU12,255.15839267846883,2025-01-08
2,C40,SKU60,345.3309636438113,2025-01-08
2,C18,SKU97,96.00921260449695,2025-01-08
2,C29,SKU69,317.46804811754083,2025-01-08
2,C31,SKU77,240.4489351977716,2025-01-08
2,C29,SKU94,317.40432173356953,2025-01-08
2,C26,SKU68,172.14783091552096,2025-01-08
2,C48,SKU43,321.795155186245,2025-01-08
2,C18,SKU24,346.5761952721519,2025-01-08
2,C31,SKU61,138.52490758647812,2025-01-08
2,C36,SKU7,192.54131871870266,2025-01-08
2,C21,SKU20,483.60117646645443,2025-01-08
2,C9,SKU33,478.1901923969681,2025-01-08
2,C49,SKU66,30.70541031300284,2025-01-08
2,C24,SKU9,494.0704339596295,2025-01-08
2,C26,SKU17,442.02497565270954,2025-01-08
2,C19,SKU6,81.09745059268451,2025-01-08
2,C46,SKU2,315.04975358426685,2025-01-08
2,C49,SKU5,236.46765387963288,2025-01-08
2,C49,SKU37,449.8250276697718,2025-01-08
2,C32,SKU11,101.35272861571302,2025-01-08
2,C39,SKU34,39.619723462260765,2025-01-08
2,C17,SKU30,57.09796407789352,2025-01-08
2,C41,SKU63,347.6265941745357,2025-01-08
2,C24,SKU68,263.2070198024537,2025-01-08
2,C35,SKU46,186.16184902675832,2025-01-08
2,C1,SKU32,466.2178142478687,2025-01-08
2,C28,SKU3,391.223039511168,2025-01-08
2,C23,SKU5,282.9161496901997,2025-01-08
2,C23,SKU60,208.04900209602738,2025-01-08
2,C49,SKU43,143.57286425868642,2025-01-08
2,C44,SKU62,475.49161148082374,2025-01-08
2,C9,SKU86,442.8467528133188,2025-01-08
2,C37,SKU12,421.32287264972354,2025-01-08
2,C34,SKU49,54.351265963565865,2025-01-08
2,C10,SKU12,420.63037650694065,2025-01-08
2,C38,SKU91,42.11514817319871,2025-01-08
2,C9,SKU80,284.1604478264952,2025-01-08
2,C25,SKU20,24.823561773961384,2025-01-08
2,C11,SKU11,448.396936990447,2025-01-08
2,C42,SKU43,70.60884013017044,2025-01-08
2,C42,SKU25,182.94872507670402,2025-01-08
2,C37,SKU63,389.6680694788744,2025-01-08
2,C50,SKU90,328.80984475992904,2025-01-08
2,C31,SKU90,291.3173871014613,2025-01-08
2,C30,SKU84,296.9334347605158,2025-01-08
2,C30,SKU99,110.62100251798749,2025-01-08
2,C25,SKU95,370.6475110546604,2025-01-08
2,C21,SKU91,260.86565968401555,2025-01-08
2,C42,SKU53,150.56019968944995,2025-01-08
2,C12,SKU90,401.7684150109434,2025-01-08
2,C20,SKU52,154.49216307084365,2025-01-08
2,C10,SKU76,34.252815893223385,2025-01-08
2,C2,SKU78,414.3162857490668,2025-01-08
2,C25,SKU78,158.95428861732535,2025-01-08
2,C12,SKU41,362.52595377871654,2025-01-08
2,C27,SKU2,312.18774056014365,2025-01-08
2,C28,SKU41,161.87573133618747,2025-01-08
2,C1,SKU82,417.9200921276007,2025-01-08
2,C42,SKU7,36.25272532618423,2025-01-08
2,C32,SKU34,46.148466561244994,2025-01-08
2,C47,SKU15,258.9593796661042,2025-01-08
2,C21,SKU63,423.80678776157015,2025-01-08
2,C4,SKU80,477.52441894966057,2025-01-08
2,C28,SKU79,156.68824493987793,2025-01-08
2,C27,SKU43,233.0527273484371,2025-01-08
2,C39,SKU46,18.164853344130307,2025-01-08
2,C9,SKU36,257.21017164140414,2025-01-08
2,C22,SKU65,246.56325332122796,2025-01-08
2,C14,SKU55,416.04884836597137,2025-01-08
2,C26,SKU96,342.81003513684317,2025-01-08
2,C19,SKU13,361.3685076927328,2025-01-08
2,C46,SKU68,294.3766144080005,2025-01-08
2,C12,SKU64,186.85631547661563,2025-01-08
2,C3,SKU71,50.874316764965336,2025-01-08
2,C2,SKU30,256.340140303186,2025-01-08
2,C49,SKU51,69.97039979879168,2025-01-08
2,C36,SKU89,257.855607056514,2025-01-08
2,C22,SKU74,128.50521498134344,2025-01-08
2,C18,SKU28,20.129074423958244,2025-01-08
2,C14,SKU52,459.9498798683263,2025-01-08
2,C46,SKU56,184.26902104892434,2025-01-08
2,C31,SKU68,362.4009328601907,2025-01-08
2,C2,SKU23,429.840453556864,2025-01-08
2,C21,SKU2,355.1892373316688,2025-01-08
3,C3,SKU17,170.84502387605113,2025-01-15
3,C1,SKU3,186.47510565858457,2025-01-15
3,C20,SKU7,52.008034547411356,2025-01-15
3,C28,SKU48,89.01846986740298,2025-01-15
3,C37,SKU81,123.64695628286039,2025-01-15
3,C21,SKU79,423.6213239678351,2025-01-15
3,C29,SKU31,18.77463093402531,2025-01-15
3,C24,SKU59,419.408416257411,2025-01-15
3,C16,SKU51,279.63278146766805,2025-01-15
3,C2,SKU69,488.8202361762745,2025-01-15
3,C15,SKU96,354.1708268594823,2025-01-15
3,C20,SKU91,285.7016596363777,2025-01-15
3,C6,SKU92,280.82160349836903,2025-01-15
3,C45,SKU91,341.40031095914446,2025-01-15
3,C18,SKU21,75.5345223536347,2025-01-15
3,C45,SKU71,23.612819021336446,2025-01-15
3,C21,SKU26,119.87649273618091,2025-01-15
3,C10,SKU72,115.43517489051285,2025-01-15
3,C42,SKU84,143.65644578258488,2025-01-15
3,C40,SKU41,52.56818600081846,2025-01-15
3,C26,SKU60,89.61458521491028,2025-01-15
3,C22,SKU58,129.89866836214418,2025-01-15
3,C46,SKU54,366.719867963161,2025-01-15
3,C11,SKU64,91.56004399420084,2025-01-15
3,C31,SKU19,10.087905722223882,2025-01-15
3,C7,SKU36,456.2712364803217,2025-01-15
3,C44,SKU45,200.67963286398,2025-01-15
3,C9,SKU38,497.69892424547953,2025-01-15
3,C12,SKU92,335.7590314709082,2025-01-15
3,C13,SKU1,17.337772044704245,2025-01-15
3,C18,SKU86,264.60268066446054,2025-01-15
3,C25,SKU90,126.16042821124891,2025-01-15
3,C3,SKU25,78.50614074643548,2025-01-15
3,C40,SKU68,295.69079263499566,2025-01-15
3,C1,SKU48,494.00926661353236,2025-01-15
3,C6,SKU37,199.3227520890848,2025-01-15
3,C20,SKU92,118.47053019280533,2025-01-15
3,C20,SKU98,464.33704623388513,2025-01-15
3,C18,SKU60,178.14497678523196,2025-01-15
3,C17,SKU94,235.27335268198397,2025-01-15
3,C4,SKU51,405.36080553320915,2025-01-15
3,C31,SKU86,353.04084958889877,2025-01-15
3,C29,SKU96,373.2774362224055,2025-01-15
3,C34,SKU66,254.69515075546627,2025-01-15
3,C27,SKU83,67.70459515686825,2025-01-15
3,C2,SKU15,387.3241827429566,2025-01-15
3,C29,SKU7,95.73008346939741,2025-01-15
3,C43,SKU55,300.5288200328991,2025-01-15
3,C14,SKU37,451.308790414289,2025-01-15
3,C42,SKU66,481.8065080294493,2025-01-15
3,C27,SKU48,50.810466680101605,2025-01-15
3,C13,SKU7,337.45772117380255,2025-01-15
3,C23,SKU87,490.79141313634955,2025-01-15
3,C41,SKU73,201.62900414612344,2025-01-15
3,C31,SKU38,279.79967858424595,2025-01-15
3,C12,SKU96,412.519901513894,2025-01-15
3,C50,SKU54,475.88093356725136,2025-01-15
3,C24,SKU84,128.989342890702,2025-01-15
3,C17,SKU61,434.0082996029567,2025-01-15
3,C6,SKU37,383.0225272716501,2025-01-15
3,C22,SKU1,59.72510159160935,2025-01-15
3,C38,SKU6,204.2420061367614,2025-01-15
3,C25,SKU61,368.6964483272741,2025-01-15
3,C21,SKU14,156.6919401408366,2025-01-15
3,C39,SKU100,136.63554661255466,2025-01-15
3,C5,SKU9,416.5597006268683,2025-01-15
3,C10,SKU14,152.2227429759274,2025-01-15
3,C47,SKU72,50.649899462986674,2025-01-15
3,C33,SKU25,466.40094802536873,2025-01-15
3,C33,SKU76,52.11886374996996,2025-01-15
3,C12,SKU11,285.79116103164034,2025-01-15
3,C24,SKU53,292.47470901422554,2025-01-15
3,C32,SKU39,378.764182996456,2025-01-15
3,C42,SKU62,492.4531230403983,2025-01-15
3,C27,SKU79,106.27064810820205,2025-01-15
3,C11,SKU70,462.1291028855492,2025-01-15
3,C33,SKU28,173.95483264186916,2025-01-15
3,C41,SKU85,416.573065842452,2025-01-15
3,C42,SKU88,75.83149729522414,2025-01-15
3,C38,SKU42,364.9666970087203,2025-01-15
3,C24,SKU50,386.5233214060541,2025-01-15
3,C8,SKU50,406.2692607176986,2025-01-15
3,C2,SKU87,340.61107101099293,2025-01-15
3,C49,SKU87,349.8384830507575,2025-01-15
3,C28,SKU23,442.0625661820687,2025-01-15
3,C42,SKU92,407.9066330812199,2025-01-15
3,C44,SKU22,196.2345681758658,2025-01-15
3,C32,SKU87,358.26710722420484,2025-01-15
3,C20,SKU90,53.43453167310717,2025-01-15
3,C6,SKU41,81.24427948818109,2025-01-15
3,C1,SKU28,241.5445401558535,2025-01-15
3,C50,SKU19,388.5721466488453,2025-01-15
3,C49,SKU38,86.15924839053586,2025-01-15
3,C36,SKU38,245.2213598225197,2025-01-15
3,C20,SKU34,89.74110602964885,2025-01-15
3,C34,SKU91,279.62877426761423,2025-01-15
3,C3,SKU32,310.83692667211795,2025-01-15
3,C19,SKU52,196.41290128188075,2025-01-15
3,C13,SKU25,45.42796711499495,2025-01-15
3,C23,SKU30,306.5920765475144,2025-01-15
3,C13,SKU48,452.4374415419048,2025-01-15
3,C2,SKU8,96.13943485225771,2025-01-15
3,C1,SKU43,91.58284658503543,2025-01-15
3,C39,SKU77,293.61849130057243,2025-01-15
3,C41,SKU19,177.53024513983746,2025-01-15
3,C12,SKU42,142.94775212176228,2025-01-15
3,C2,SKU82,382.17675329030095,2025-01-15
3,C46,SKU9,250.45242033621818,2025-01-15
3,C9,SKU77,402.5212830684249,2025-01-15
3,C31,SKU48,29.845354250684387,2025-01-15
3,C2,SKU28,22.46930564979503,2025-01-15
3,C20,SKU96,155.0494563376712,2025-01-15
3,C21,SKU81,229.88334601887803,2025-01-15
3,C35,SKU18,162.53169781910617,2025-01-15
3,C5,SKU65,482.91503012102385,2025-01-15
3,C7,SKU30,295.58172752634954,2025-01-15
3,C10,SKU88,346.7481621365998,2025-01-15
3,C39,SKU34,338.36433910946005,2025-01-15
3,C1,SKU4,476.8748642516079,2025-01-15
3,C14,SKU70,307.5371342142235,2025-01-15
3,C49,SKU61,362.8301016125967,2025-01-15
3,C40,SKU1,14.261922860688227,2025-01-15
3,C10,SKU83,210.60695684469982,2025-01-15
3,C50,SKU45,364.3118640744332,2025-01-15
3,C13,SKU84,150.31945054691928,2025-01-15
3,C14,SKU73,131.17317898897664,2025-01-15
3,C47,SKU85,35.53494418790568,2025-01-15
3,C10,SKU73,357.4200324027006,2025-01-15
3,C11,SKU22,428.9625419150998,2025-01-15
3,C32,SKU62,168.31337787693118,2025-01-15
3,C8,SKU97,394.3910685687928,2025-01-15
3,C31,SKU72,23.07823481307488,2025-01-15
3,C6,SKU34,305.3095110709074,2025-01-15
3,C9,SKU57,373.86501259806045,2025-01-15
3,C45,SKU98,470.14722493483,2025-01-15
3,C34,SKU74,391.8532995067035,2025-01-15
3,C30,SKU67,145.69852192244073,2025-01-15
3,C34,SKU34,387.8791326832542,2025-01-15
3,C40,SKU34,306.89152517824044,2025-01-15
3,C43,SKU3,234.69845505099875,2025-01-15
3,C27,SKU66,251.06288649276345,2025-01-15
3,C6,SKU71,260.99016462536133,2025-01-15
3,C38,SKU72,98.94691709255228,2025-01-15
3,C42,SKU43,185.63825586003387,2025-01-15
3,C41,SKU54,298.1150854053776,2025-01-15
3,C17,SKU50,314.96834916308103,2025-01-15
3,C45,SKU72,404.2168321515376,2025-01-15
3,C33,SKU88,413.5844341447225,2025-01-15
3,C50,SKU63,90.44484669404147,2025-01-15
3,C44,SKU27,274.80445870271683,2025-01-15
3,C33,SKU52,497.92407447111077,2025-01-15
3,C5,SKU52,89.11198028474406,2025-01-15
3,C41,SKU27,164.39123732718946,2025-01-15
3,C24,SKU45,368.01198987239565,2025-01-15
3,C35,SKU31,210.3789459039209,2025-01-15
3,C48,SKU88,395.768424342853,2025-01-15
3,C50,SKU14,54.791188692444436,2025-01-15
3,C30,SKU58,296.97938301008367,2025-01-15
3,C12,SKU47,136.889764081537,2025-01-15
