Week,CustomerID,SKUID,Quantity,OrderValue
2022-01-09,1056,5001,3,96.24
2022-01-09,1086,5036,1,74.94
2022-01-09,1016,5033,3,190.67
2022-01-09,1016,5036,3,258.53
2022-01-09,1016,5047,3,191.15
2022-01-09,1016,5020,2,132.2
2022-01-09,1044,5001,1,71.96
2022-01-09,1044,5025,2,102.74
2022-01-09,1052,5012,3,114.94
2022-01-09,1096,5016,1,78.31
2022-01-09,1096,5024,1,72.3
2022-01-09,1096,5019,2,196.5
2022-01-09,1096,5008,2,108.1
2022-01-09,1096,5031,3,217.16
2022-01-16,1093,5008,2,28.45
2022-01-16,1093,5020,1,29.84
2022-01-16,1093,5029,1,96.15
2022-01-16,1093,5045,4,166.05
2022-01-16,1093,5046,1,66.68
2022-01-16,1090,5020,2,114.51
2022-01-16,1006,5018,2,199.34
2022-01-16,1054,5004,3,266.91
2022-01-16,1054,5014,3,103.7
2022-01-16,1054,5037,1,89.99
2022-01-16,1054,5034,1,86.7
2022-01-16,1076,5015,3,225.32
2022-01-16,1076,5038,2,115.87
2022-01-16,1076,5008,1,29.82
2022-01-16,1036,5017,2,109.13
2022-01-16,1057,5034,1,34.03
2022-01-16,1057,5040,2,113.83
2022-01-16,1057,5027,4,277.04
2022-01-16,1028,5038,3,31.39
2022-01-16,1028,5007,4,160.64
2022-01-16,1028,5005,2,183.57
2022-01-16,1028,5043,2,167.23
2022-01-16,1028,5045,2,156.19
2022-01-16,1028,5031,4,42.3
2022-01-16,1070,5031,1,80.19
2022-01-16,1070,5034,2,71.0
2022-01-16,1070,5024,3,176.14
2022-01-16,1011,5004,2,190.51
2022-01-16,1011,5020,4,294.94
2022-01-16,1011,5032,2,147.54
2022-01-16,1011,5036,2,82.26
2022-01-16,1012,5050,2,195.23
2022-01-16,1092,5012,1,11.99
2022-01-16,1092,5007,2,86.93
2022-01-16,1008,5034,2,199.48
2022-01-16,1008,5046,1,19.2
2022-01-16,1095,5032,2,61.41
2022-01-16,1095,5002,3,103.78
2022-01-16,1095,5047,1,96.69
2022-01-16,1019,5038,4,172.67
2022-01-16,1019,5015,3,157.31
2022-01-16,1019,5034,3,291.41
2022-01-16,1019,5035,2,56.67
2022-01-16,1019,5049,1,79.89
2022-01-16,1019,5025,3,152.5
2022-01-16,1091,5029,4,145.9
2022-01-16,1066,5030,1,64.66
2022-01-16,1066,5014,4,194.91
2022-01-16,1066,5007,2,60.6
2022-01-16,1041,5002,4,195.97
2022-01-23,1098,5035,1,85.64
2022-01-23,1098,5029,1,88.14
2022-01-23,1098,5015,3,142.29
2022-01-23,1001,5032,2,127.59
2022-01-23,1001,5041,4,191.82
2022-01-23,1001,5036,2,198.58
2022-01-23,1001,5034,2,184.23
2022-01-23,1001,5036,4,178.18
2022-01-23,1024,5026,4,367.25
2022-01-23,1024,5008,3,200.79
2022-01-23,1027,5038,1,32.25
2022-01-23,1027,5045,4,185.81
2022-01-23,1029,5017,2,174.44
2022-01-23,1029,5025,1,39.27
2022-01-23,1029,5028,4,255.54
2022-01-23,1056,5031,3,268.6
2022-01-23,1071,5012,1,48.78
2022-01-23,1071,5030,4,251.64
2022-01-23,1061,5028,1,42.11
2022-01-23,1061,5043,4,210.87
2022-01-23,1062,5020,1,57.81
2022-01-23,1062,5050,4,58.61
2022-01-23,1062,5014,1,20.99
2022-01-23,1062,5002,2,52.4
2022-01-23,1037,5043,2,195.16
2022-01-23,1037,5034,3,152.78
2022-01-23,1037,5025,3,170.87
2022-01-23,1059,5045,2,56.33
2022-01-23,1059,5016,3,73.84
2022-01-23,1053,5038,3,77.83
2022-01-23,1053,5005,2,139.09
2022-01-23,1023,5018,2,176.4
2022-01-23,1023,5017,4,316.67
2022-01-23,1025,5028,1,99.4
2022-01-23,1025,5002,1,80.41
2022-01-23,1025,5050,1,35.98
2022-01-23,1025,5006,3,267.2
2022-01-23,1025,5009,1,78.87
2022-01-23,1025,5033,4,280.33
2022-01-23,1019,5007,4,259.54
2022-01-23,1019,5025,3,217.78
2022-01-23,1019,5021,4,237.46
2022-01-23,1019,5015,1,31.38
2022-01-23,1019,5001,1,50.0
2022-01-23,1096,5014,2,156.68
2022-01-30,1064,5036,1,48.16
2022-01-30,1064,5010,1,25.12
2022-01-30,1006,5048,3,193.92
2022-01-30,1006,5037,4,269.67
2022-01-30,1006,5015,1,45.18
2022-01-30,1041,5021,2,97.08
2022-01-30,1041,5018,3,225.62
2022-01-30,1041,5003,3,297.64
2022-01-30,1088,5046,4,272.3
2022-01-30,1088,5036,4,109.07
2022-01-30,1099,5041,3,48.74
2022-01-30,1058,5005,4,124.14
2022-01-30,1054,5003,3,132.19
2022-01-30,1054,5022,2,120.4
2022-01-30,1054,5006,2,100.34
2022-01-30,1054,5002,4,61.65
2022-01-30,1040,5031,1,25.34
2022-01-30,1040,5047,2,37.4
2022-01-30,1071,5012,4,210.96
2022-01-30,1071,5008,2,62.24
2022-01-30,1055,5005,4,373.72
2022-01-30,1056,5039,4,321.53
2022-01-30,1056,5032,2,31.36
2022-01-30,1056,5033,4,149.13
2022-01-30,1056,5016,2,81.5
2022-01-30,1094,5009,1,37.5
2022-01-30,1017,5006,2,109.45
2022-01-30,1017,5035,2,121.98
2022-01-30,1059,5038,1,44.26
2022-01-30,1059,5018,4,231.69
2022-01-30,1078,5007,4,334.74
2022-01-30,1076,5027,2,60.25
2022-01-30,1033,5031,2,169.28
2022-01-30,1033,5014,4,220.92
2022-01-30,1033,5001,1,84.27
2022-01-30,1033,5046,1,43.08
2022-01-30,1033,5016,4,212.16
2022-01-30,1100,5045,4,319.62
2022-02-06,1012,5017,1,82.8
2022-02-06,1012,5009,4,131.68
2022-02-06,1012,5041,2,187.46
2022-02-06,1090,5008,1,65.25
2022-02-06,1090,5022,4,202.22
2022-02-06,1090,5008,1,23.52
2022-02-06,1088,5023,1,82.19
2022-02-06,1088,5043,3,33.27
2022-02-06,1088,5001,1,55.77
2022-02-06,1089,5043,4,135.42
2022-02-06,1089,5005,2,34.87
2022-02-06,1089,5005,4,388.43
2022-02-06,1089,5030,3,241.27
2022-02-06,1089,5032,4,264.88
2022-02-06,1019,5049,4,261.4
2022-02-06,1074,5050,4,145.42
2022-02-06,1074,5010,4,81.02
2022-02-06,1074,5021,1,62.42
2022-02-06,1008,5015,2,60.43
2022-02-06,1008,5017,1,43.84
2022-02-06,1008,5040,2,99.09
2022-02-06,1024,5032,4,397.27
2022-02-06,1024,5046,2,166.87
2022-02-06,1024,5049,3,267.4
2022-02-06,1041,5021,2,151.13
2022-02-06,1041,5008,3,78.76
2022-02-06,1051,5028,1,24.83
2022-02-06,1051,5029,1,71.68
2022-02-06,1045,5044,2,117.6
2022-02-06,1045,5013,1,76.91
2022-02-06,1025,5023,1,18.44
2022-02-06,1081,5016,4,301.53
2022-02-06,1081,5008,1,35.01
2022-02-06,1081,5001,3,138.4
2022-02-06,1044,5046,3,80.77
2022-02-06,1044,5039,1,43.77
2022-02-06,1100,5034,3,156.99
2022-02-06,1100,5020,3,299.01
2022-02-06,1100,5011,4,178.74
2022-02-06,1100,5016,4,299.95
2022-02-06,1100,5031,4,118.2
2022-02-06,1095,5040,3,30.87
2022-02-06,1003,5007,2,150.21
2022-02-06,1003,5004,1,62.2
2022-02-06,1003,5029,3,219.79
2022-02-13,1027,5043,4,263.09
2022-02-13,1062,5027,2,181.97
2022-02-13,1062,5007,2,151.84
2022-02-13,1084,5048,3,136.23
2022-02-13,1099,5023,3,113.35
2022-02-13,1099,5026,1,64.77
2022-02-13,1099,5037,1,26.47
2022-02-13,1099,5024,1,23.61
2022-02-13,1099,5049,4,190.48
2022-02-13,1036,5028,3,221.12
2022-02-13,1036,5043,1,65.16
2022-02-13,1036,5041,2,102.49
2022-02-13,1066,5002,2,173.0
2022-02-13,1002,5039,4,62.42
2022-02-13,1002,5022,4,80.3
2022-02-13,1008,5021,2,155.74
2022-02-13,1008,5020,3,85.32
2022-02-13,1008,5026,1,69.37
2022-02-13,1008,5004,4,353.41
2022-02-13,1056,5028,2,120.44
2022-02-13,1032,5003,4,141.68
2022-02-13,1028,5023,3,132.71
2022-02-13,1028,5025,3,149.09
2022-02-13,1046,5008,4,168.4
2022-02-13,1088,5009,3,277.07
2022-02-13,1088,5047,4,227.27
2022-02-13,1038,5016,1,91.55
2022-02-13,1038,5003,2,50.39
2022-02-13,1051,5008,4,275.55
2022-02-13,1051,5037,3,114.55
2022-02-13,1044,5011,1,47.6
2022-02-13,1044,5046,3,63.06
2022-02-13,1044,5016,2,134.24
2022-02-13,1023,5027,1,18.37
2022-02-13,1023,5005,4,298.97
2022-02-13,1012,5005,3,80.6
2022-02-13,1097,5011,4,153.06
2022-02-13,1097,5002,4,217.92
2022-02-13,1097,5047,3,267.55
2022-02-13,1097,5044,2,51.28
2022-02-20,1002,5035,3,227.17
2022-02-20,1002,5041,1,14.33
2022-02-20,1083,5016,4,249.81
2022-02-20,1083,5029,4,324.1
2022-02-20,1083,5049,1,56.93
2022-02-20,1083,5048,1,32.71
2022-02-20,1083,5030,1,63.91
2022-02-20,1026,5047,3,67.13
2022-02-20,1026,5040,3,270.98
2022-02-20,1026,5012,1,25.35
2022-02-20,1026,5012,1,66.82
2022-02-20,1026,5046,4,323.97
2022-02-20,1059,5004,4,215.56
2022-02-20,1059,5022,2,67.28
2022-02-20,1045,5041,1,34.21
2022-02-20,1079,5012,2,183.33
2022-02-20,1079,5006,3,104.74
2022-02-20,1029,5035,4,114.52
2022-02-20,1029,5048,1,58.33
2022-02-20,1029,5045,1,10.69
2022-02-20,1044,5033,2,103.31
2022-02-20,1007,5042,3,41.98
2022-02-20,1065,5017,1,41.07
2022-02-20,1065,5024,3,185.19
2022-02-20,1097,5011,1,93.65
2022-02-20,1043,5019,4,357.61
2022-02-20,1010,5033,2,191.91
2022-02-20,1010,5045,2,149.85
2022-02-20,1003,5030,1,84.66
2022-02-20,1037,5036,3,191.01
2022-02-20,1037,5018,4,310.42
2022-02-20,1037,5037,1,46.38
2022-02-27,1037,5003,3,66.66
2022-02-27,1013,5050,3,69.71
2022-02-27,1013,5006,1,36.03
2022-02-27,1031,5042,4,153.03
2022-02-27,1052,5047,4,318.47
2022-02-27,1052,5017,1,23.87
2022-02-27,1052,5045,1,57.9
2022-02-27,1052,5032,1,78.57
2022-02-27,1059,5032,3,77.84
2022-02-27,1059,5045,1,40.82
2022-02-27,1088,5028,1,66.36
2022-02-27,1088,5024,3,85.97
2022-02-27,1088,5035,1,99.45
2022-02-27,1022,5021,1,73.98
2022-02-27,1022,5008,2,60.99
2022-02-27,1022,5028,4,253.49
2022-02-27,1022,5005,2,149.99
2022-02-27,1072,5011,4,60.79
2022-02-27,1072,5039,4,139.28
2022-02-27,1050,5019,4,73.72
2022-02-27,1050,5026,4,350.88
2022-02-27,1094,5033,3,134.37
2022-02-27,1094,5024,3,278.06
2022-02-27,1008,5028,4,330.37
2022-02-27,1008,5047,3,84.13
2022-02-27,1008,5047,1,15.35
2022-02-27,1006,5038,3,38.31
2022-02-27,1006,5003,3,199.18
2022-02-27,1076,5032,2,143.79
2022-02-27,1026,5021,4,329.6
2022-02-27,1026,5016,4,303.9
2022-02-27,1042,5026,3,30.63
2022-02-27,1042,5049,3,229.22
2022-02-27,1042,5040,1,66.96
2022-02-27,1053,5023,4,287.47
2022-02-27,1053,5009,3,47.82
2022-02-27,1053,5034,3,178.27
2022-02-27,1053,5046,2,165.48
2022-02-27,1053,5014,1,72.8
2022-03-06,1007,5017,1,93.72
2022-03-06,1007,5023,1,73.35
2022-03-06,1007,5026,2,45.04
2022-03-06,1007,5029,1,74.17
2022-03-06,1087,5021,1,14.34
2022-03-06,1087,5020,1,54.87
2022-03-06,1087,5019,3,165.11
2022-03-06,1087,5019,1,52.84
2022-03-06,1087,5012,4,115.2
2022-03-06,1071,5041,2,119.37
2022-03-06,1071,5013,4,346.13
2022-03-06,1047,5022,4,284.01
2022-03-06,1047,5033,1,13.23
2022-03-06,1043,5003,2,136.07
2022-03-06,1043,5028,1,71.4
2022-03-06,1002,5043,1,15.23
2022-03-06,1002,5035,2,160.76
2022-03-06,1058,5010,2,63.54
2022-03-06,1059,5003,4,254.25
2022-03-06,1059,5047,4,300.95
2022-03-06,1059,5038,1,96.71
2022-03-06,1059,5017,4,183.15
2022-03-06,1003,5017,4,391.36
2022-03-06,1003,5040,3,185.35
2022-03-06,1029,5007,4,145.59
2022-03-06,1029,5032,1,76.51
2022-03-06,1033,5016,1,68.18
2022-03-06,1033,5043,3,267.4
2022-03-06,1092,5045,3,221.74
2022-03-06,1092,5022,1,32.19
2022-03-06,1092,5004,4,210.42
2022-03-06,1092,5040,4,210.57
2022-03-06,1068,5041,1,66.02
2022-03-06,1068,5017,2,76.73
2022-03-06,1068,5026,3,69.68
2022-03-06,1068,5044,1,57.45
2022-03-06,1068,5007,4,179.74
2022-03-06,1068,5042,4,271.41
2022-03-06,1037,5031,2,46.51
2022-03-06,1037,5041,1,54.76
2022-03-06,1037,5046,1,50.29
2022-03-06,1037,5050,2,94.82
2022-03-06,1005,5021,1,65.88
2022-03-06,1005,5046,2,165.25
2022-03-06,1041,5030,2,175.51
2022-03-06,1041,5003,4,115.31
2022-03-06,1095,5016,2,122.52
2022-03-06,1095,5004,3,153.92
2022-03-06,1095,5035,2,126.84
2022-03-06,1095,5048,3,87.77
2022-03-06,1095,5026,2,196.61
2022-03-13,1024,5004,3,177.02
2022-03-13,1024,5023,1,63.2
2022-03-13,1024,5042,1,36.61
2022-03-13,1024,5020,4,347.81
2022-03-13,1019,5004,2,189.34
2022-03-13,1006,5034,2,168.46
2022-03-13,1006,5029,2,177.66
2022-03-13,1006,5024,3,42.26
2022-03-13,1006,5024,4,193.08
2022-03-13,1012,5006,1,75.08
2022-03-13,1041,5021,1,49.37
2022-03-13,1062,5004,4,151.63
2022-03-13,1050,5030,3,103.29
2022-03-13,1050,5037,1,43.38
2022-03-13,1050,5025,3,299.88
2022-03-13,1050,5048,4,394.55
2022-03-13,1016,5031,4,100.24
2022-03-13,1016,5042,3,169.75
2022-03-13,1016,5010,1,95.7
2022-03-13,1058,5025,1,19.23
2022-03-13,1058,5021,1,73.76
2022-03-13,1015,5002,3,222.87
2022-03-13,1015,5040,3,246.95
2022-03-13,1090,5041,1,41.08
2022-03-13,1090,5029,2,139.73
2022-03-13,1002,5049,4,281.58
2022-03-13,1040,5026,4,323.03
2022-03-13,1040,5015,4,366.37
2022-03-13,1005,5014,2,130.86
2022-03-20,1042,5039,3,286.88
2022-03-20,1042,5027,3,146.2
2022-03-20,1042,5029,4,255.66
2022-03-20,1086,5034,3,130.78
2022-03-20,1086,5022,3,212.53
2022-03-20,1096,5036,1,25.67
2022-03-20,1096,5002,3,58.59
2022-03-20,1100,5048,3,238.52
2022-03-20,1100,5021,4,292.41
2022-03-20,1032,5004,1,58.78
2022-03-20,1032,5007,3,288.55
2022-03-20,1036,5032,4,279.4
2022-03-20,1036,5006,2,21.5
2022-03-20,1091,5021,3,247.94
2022-03-20,1003,5043,1,18.23
2022-03-20,1003,5041,1,83.65
2022-03-20,1003,5042,3,229.46
2022-03-20,1003,5050,3,37.97
2022-03-20,1003,5020,1,29.3
2022-03-20,1037,5040,3,153.91
2022-03-20,1090,5048,2,88.99
2022-03-20,1090,5010,4,375.78
2022-03-20,1090,5018,1,80.81
2022-03-20,1001,5027,4,64.65
2022-03-20,1001,5046,2,96.95
2022-03-20,1021,5028,2,174.77
2022-03-20,1021,5033,2,161.73
2022-03-20,1092,5038,4,232.61
2022-03-20,1092,5040,3,282.8
2022-03-20,1054,5013,2,110.47
2022-03-20,1054,5004,1,52.26
2022-03-20,1060,5003,2,22.07
2022-03-20,1045,5029,1,26.71
2022-03-20,1045,5005,1,77.21
2022-03-20,1071,5012,1,42.12
2022-03-20,1071,5027,3,50.69
2022-03-20,1071,5042,4,324.15
2022-03-20,1071,5023,3,88.34
2022-03-20,1075,5016,1,45.35
2022-03-20,1075,5033,3,253.8
2022-03-20,1075,5049,3,82.34
2022-03-20,1075,5021,2,163.01
2022-03-27,1020,5046,2,182.32
2022-03-27,1020,5030,4,114.86
2022-03-27,1020,5040,4,355.85
2022-03-27,1044,5049,2,112.41
2022-03-27,1044,5045,2,98.03
2022-03-27,1044,5018,4,379.32
2022-03-27,1027,5014,4,259.03
2022-03-27,1014,5011,3,280.91
2022-03-27,1014,5031,2,59.18
2022-03-27,1055,5034,4,63.93
2022-03-27,1055,5015,4,193.39
2022-03-27,1053,5032,3,211.21
2022-03-27,1053,5017,4,296.76
2022-03-27,1004,5006,2,183.48
2022-03-27,1004,5029,3,193.46
2022-03-27,1041,5012,2,89.52
2022-03-27,1041,5042,4,152.98
2022-03-27,1041,5013,4,255.92
2022-03-27,1041,5011,2,96.47
2022-03-27,1012,5017,2,44.06
2022-03-27,1012,5026,3,251.89
2022-03-27,1096,5047,3,201.82
2022-03-27,1096,5003,1,57.59
2022-03-27,1096,5038,4,108.73
2022-03-27,1084,5022,3,239.73
2022-03-27,1084,5010,3,240.07
2022-03-27,1035,5037,4,94.22
2022-03-27,1035,5020,4,51.21
2022-03-27,1025,5021,4,127.62
2022-03-27,1079,5050,4,156.29
2022-03-27,1061,5038,3,247.8
2022-03-27,1061,5048,2,21.03
2022-03-27,1061,5027,3,95.2
2022-03-27,1061,5020,3,112.09
2022-03-27,1061,5012,1,21.71
2022-03-27,1061,5043,4,361.02
2022-03-27,1061,5031,1,80.54
2022-03-27,1059,5035,2,23.09
2022-03-27,1059,5022,4,264.55
2022-03-27,1016,5015,4,263.03
2022-03-27,1078,5029,2,44.92
2022-03-27,1078,5019,1,30.6
2022-03-27,1078,5043,3,264.47
2022-03-27,1078,5002,3,280.87
2022-03-27,1065,5021,2,136.91
2022-03-27,1065,5012,1,51.51
2022-04-03,1006,5007,2,61.29
2022-04-03,1006,5044,4,59.88
2022-04-03,1019,5015,1,57.69
2022-04-03,1045,5044,4,114.62
2022-04-03,1045,5023,4,147.78
2022-04-03,1060,5039,4,167.92
2022-04-03,1086,5037,2,165.62
2022-04-03,1080,5024,3,103.27
2022-04-03,1035,5038,4,91.87
2022-04-03,1035,5010,3,30.85
2022-04-03,1035,5040,4,215.62
2022-04-03,1088,5042,1,27.17
2022-04-03,1088,5034,1,61.69
2022-04-03,1093,5039,1,94.64
2022-04-03,1093,5013,2,55.13
2022-04-03,1093,5017,2,104.76
2022-04-03,1093,5032,1,54.33
2022-04-03,1076,5018,4,189.81
2022-04-03,1076,5016,4,85.36
2022-04-03,1076,5039,1,90.09
2022-04-03,1034,5039,3,68.13
2022-04-03,1034,5008,2,173.85
2022-04-03,1034,5025,1,35.08
2022-04-03,1034,5013,4,216.68
2022-04-03,1034,5032,2,168.63
2022-04-03,1099,5014,3,271.38
2022-04-03,1099,5032,4,240.44
2022-04-03,1099,5035,3,184.77
2022-04-03,1099,5010,1,25.76
2022-04-03,1039,5020,3,101.08
2022-04-03,1039,5039,1,66.11
2022-04-03,1001,5013,1,23.68
2022-04-03,1010,5008,3,40.82
2022-04-03,1010,5050,2,129.79
2022-04-03,1084,5028,3,161.56
2022-04-03,1084,5025,2,112.33
2022-04-03,1084,5016,2,199.92
2022-04-03,1058,5021,4,162.55
2022-04-03,1058,5030,4,121.63
2022-04-03,1058,5021,3,275.86
2022-04-03,1009,5030,1,49.44
2022-04-03,1009,5033,2,199.35
2022-04-10,1047,5050,3,109.67
2022-04-10,1047,5020,4,288.78
2022-04-10,1047,5012,1,49.61
2022-04-10,1007,5033,2,133.8
2022-04-10,1007,5038,4,81.97
2022-04-10,1007,5015,1,41.96
2022-04-10,1007,5046,3,122.87
2022-04-10,1007,5015,3,34.1
2022-04-10,1025,5035,2,114.17
2022-04-10,1052,5011,4,73.18
2022-04-10,1052,5005,2,58.65
2022-04-10,1052,5045,1,90.61
2022-04-10,1052,5037,2,153.0
2022-04-10,1067,5026,3,232.0
2022-04-10,1067,5013,4,377.79
2022-04-10,1020,5047,4,228.49
2022-04-10,1020,5034,2,60.77
2022-04-10,1020,5031,3,185.1
2022-04-10,1020,5025,1,61.99
2022-04-10,1069,5045,2,165.03
2022-04-10,1069,5016,1,60.16
2022-04-10,1069,5008,1,17.62
2022-04-10,1005,5047,2,157.14
2022-04-10,1005,5008,1,51.32
2022-04-10,1005,5015,1,28.38
2022-04-10,1077,5023,1,64.15
2022-04-10,1089,5050,4,242.39
2022-04-10,1089,5018,2,172.08
2022-04-10,1100,5015,3,238.86
2022-04-10,1029,5035,2,170.06
2022-04-10,1029,5032,4,155.07
2022-04-10,1030,5006,3,136.72
2022-04-10,1030,5014,4,240.28
2022-04-10,1030,5037,4,337.83
2022-04-10,1030,5048,2,48.13
2022-04-10,1048,5002,3,55.85
2022-04-10,1010,5039,2,179.51
2022-04-10,1010,5045,4,207.26
2022-04-10,1003,5016,3,54.67
2022-04-10,1053,5029,3,227.5
2022-04-17,1020,5046,4,193.4
2022-04-17,1020,5040,2,49.4
2022-04-17,1001,5036,1,17.88
2022-04-17,1052,5047,4,143.44
2022-04-17,1008,5007,1,88.36
2022-04-17,1039,5013,3,275.92
2022-04-17,1039,5042,1,23.43
2022-04-17,1039,5021,2,82.38
2022-04-17,1039,5037,2,93.52
2022-04-17,1029,5036,2,90.54
2022-04-17,1099,5029,4,358.99
2022-04-17,1077,5019,2,177.52
2022-04-17,1077,5038,3,253.04
2022-04-17,1038,5011,2,26.29
2022-04-17,1038,5037,4,69.24
2022-04-17,1038,5022,2,100.02
2022-04-17,1088,5042,2,83.32
2022-04-17,1055,5010,4,346.21
2022-04-17,1055,5002,2,24.24
2022-04-17,1055,5002,3,216.05
2022-04-17,1055,5024,1,21.63
2022-04-17,1055,5017,1,80.16
2022-04-17,1027,5033,3,297.83
2022-04-17,1031,5042,3,98.32
2022-04-17,1050,5026,3,294.37
2022-04-17,1075,5049,4,41.95
2022-04-17,1075,5002,2,97.23
2022-04-17,1075,5049,2,45.81
2022-04-17,1026,5042,2,43.58
2022-04-17,1026,5047,2,41.96
2022-04-17,1026,5037,2,28.1
2022-04-17,1016,5002,4,85.5
2022-04-17,1016,5012,2,22.46
2022-04-24,1030,5032,3,296.58
2022-04-24,1030,5011,4,185.7
2022-04-24,1083,5047,1,54.01
2022-04-24,1083,5001,4,285.59
2022-04-24,1042,5003,4,86.2
2022-04-24,1088,5038,1,12.31
2022-04-24,1088,5027,2,75.36
2022-04-24,1088,5045,3,196.62
2022-04-24,1088,5043,2,61.86
2022-04-24,1088,5013,4,85.2
2022-04-24,1077,5026,3,188.1
2022-04-24,1037,5019,4,77.97
2022-04-24,1064,5026,3,281.79
2022-04-24,1064,5042,2,109.66
2022-04-24,1043,5042,1,97.93
2022-04-24,1043,5028,4,249.93
2022-04-24,1009,5025,2,120.16
2022-04-24,1009,5012,3,284.23
2022-04-24,1009,5026,1,11.88
2022-04-24,1062,5025,1,73.19
2022-04-24,1067,5049,2,75.3
2022-04-24,1067,5007,4,376.5
2022-04-24,1050,5028,3,291.72
2022-04-24,1079,5019,1,55.53
2022-04-24,1095,5017,3,151.97
2022-04-24,1080,5025,2,130.52
2022-04-24,1080,5038,1,49.78
2022-04-24,1026,5023,1,94.65
2022-04-24,1019,5010,4,249.43
2022-04-24,1019,5007,2,176.27
2022-04-24,1074,5034,4,304.37
2022-05-01,1034,5044,3,191.61
2022-05-01,1034,5006,3,96.8
2022-05-01,1034,5042,3,176.1
2022-05-01,1034,5025,4,189.44
2022-05-01,1068,5022,4,336.95
2022-05-01,1080,5015,3,74.11
2022-05-01,1080,5007,3,230.42
2022-05-01,1080,5029,1,44.8
2022-05-01,1066,5008,3,82.42
2022-05-01,1066,5008,3,166.54
2022-05-01,1005,5015,2,117.43
2022-05-01,1005,5007,1,50.61
2022-05-01,1005,5038,2,190.27
2022-05-01,1005,5034,2,101.77
2022-05-01,1005,5041,1,16.95
2022-05-01,1082,5026,2,113.34
2022-05-01,1020,5043,2,143.18
2022-05-01,1038,5013,3,179.78
2022-05-01,1041,5040,4,160.73
2022-05-01,1041,5032,2,197.94
2022-05-01,1041,5020,4,384.42
2022-05-01,1069,5013,4,104.45
2022-05-01,1069,5005,3,86.1
2022-05-01,1069,5025,2,118.45
2022-05-01,1025,5050,1,68.27
2022-05-01,1025,5047,3,297.98
2022-05-01,1079,5041,3,195.31
2022-05-01,1079,5001,4,327.7
2022-05-01,1079,5043,2,165.88
2022-05-01,1092,5028,1,72.28
2022-05-01,1092,5049,2,137.41
2022-05-01,1015,5022,4,316.81
2022-05-01,1015,5016,1,21.97
2022-05-01,1015,5028,4,302.86
2022-05-08,1032,5010,1,29.26
2022-05-08,1032,5030,4,45.26
2022-05-08,1068,5040,1,81.88
2022-05-08,1068,5009,4,135.76
2022-05-08,1004,5005,3,209.02
2022-05-08,1004,5020,2,166.89
2022-05-08,1073,5003,3,92.39
2022-05-08,1073,5048,1,22.39
2022-05-08,1005,5036,4,189.85
2022-05-08,1015,5007,2,93.92
2022-05-08,1015,5002,3,197.5
2022-05-08,1069,5029,2,87.31
2022-05-08,1097,5031,2,79.14
2022-05-08,1008,5028,3,166.2
2022-05-08,1008,5042,2,46.5
2022-05-08,1012,5005,3,137.54
2022-05-08,1062,5035,4,175.6
2022-05-08,1062,5014,3,242.75
2022-05-08,1062,5049,4,215.02
2022-05-08,1062,5019,4,332.46
2022-05-08,1062,5038,2,77.05
2022-05-08,1076,5025,2,142.86
2022-05-08,1076,5006,1,14.84
2022-05-08,1076,5024,2,136.23
